,ds,yhat,yhat_lower,yhat_upper
1344,1996-09-06,72979748.98144542,71702831.284724,74262045.8431472
1345,1996-09-07,72983128.24978726,71814093.74944349,74275476.90652497
1346,1996-09-08,72986479.57812135,71775584.45300123,74211861.0126609
1347,1996-09-09,72989798.74638988,71736700.18284053,74394831.07354218
1348,1996-09-10,72993065.5229333,71796185.01922734,74207329.53332488
1349,1996-09-11,72996263.65211809,71779854.27033275,74266840.7569789
1350,1996-09-12,72999377.02602014,71755290.13835163,74314559.75256032
1351,1996-09-13,73006405.33654094,71857017.4428019,74266380.58495432
1352,1996-09-14,73009358.5886497,71692303.91771401,74316123.65803096
1353,1996-09-15,73012183.37977676,71654158.37769976,74232776.25709404
1354,1996-09-16,73014890.78005117,71779452.89078024,74270363.2698649
1355,1996-09-17,73017478.69040428,71702998.56681716,74244048.1361363
1356,1996-09-18,73019951.26788938,71794553.0381869,74274985.59950335
1357,1996-09-19,73022314.4586158,71718302.88370955,74378773.1755082
1358,1996-09-20,73028590.95451373,71757815.49458496,74290684.7219897
1359,1996-09-21,73030813.97637327,71683818.94750944,74336952.03796782
1360,1996-09-22,73032952.81117126,71817554.93194485,74295063.62254941
1361,1996-09-23,73035039.96189046,71810732.30131902,74288508.17408851
1362,1996-09-24,73037092.81014813,71797944.34656693,74228409.64411932
1363,1996-09-25,73039132.4033315,71713744.35809165,74303737.30355662
1364,1996-09-26,73041178.42732663,71771681.19185744,74253588.41166967
1365,1996-09-27,73047263.69942462,71812581.28607383,74314190.24201603
1366,1996-09-28,73049427.5993027,71780337.3421028,74287861.26793276
1367,1996-09-29,73051641.37812658,71759935.78603743,74348482.62874381
1368,1996-09-30,73053935.21218923,71877466.29177447,74277745.2897592
1369,1996-10-01,73056319.90550315,71844994.82507867,74321592.14928347
1370,1996-10-02,73058805.85287593,71794181.63259308,74309380.89643368
1371,1996-10-03,73061398.32009113,71772324.93748213,74363819.94678162
1372,1996-10-04,73068112.36712474,71739617.61757676,74310741.92798764
1373,1996-10-05,73070966.81968997,71825948.2607708,74255515.76740618
1374,1996-10-06,73073910.21296524,71843543.24943078,74399802.81206381
1375,1996-10-07,73076948.5546191,71836476.31481479,74261073.86039394
1376,1996-10-08,73080067.78972027,71848053.10396235,74309212.38339403
1377,1996-10-09,73083253.55536568,71765532.59510748,74339170.6313707
1378,1996-10-10,73086487.25681312,71752971.28947048,74313275.4475918
1379,1996-10-11,73093761.76584248,71847721.82312427,74322432.76637262
1380,1996-10-12,73097076.1218471,71796547.70407763,74345975.17235236
1381,1996-10-13,73100362.13591598,71891442.61680448,74396015.122558
1382,1996-10-14,73103612.7233729,71829505.52051188,74319042.3361514
1383,1996-10-15,73106804.82835566,71884233.04170717,74326107.35869889
1384,1996-10-16,73109919.51252866,71767089.39819975,74388815.42437792
1385,1996-10-17,73112938.227764,71836643.71190184,74393644.57963748
1386,1996-10-18,73119858.56576487,71854108.72133663,74406154.47217599
1387,1996-10-19,73122688.86187097,71955608.64960499,74282807.31048152
1388,1996-10-20,73125374.55467941,71854777.33707601,74423014.5231243
1389,1996-10-21,73127926.132964,71769396.39993615,74291290.5846024
1390,1996-10-22,73130341.54399878,71873122.31436843,74427147.62440772
1391,1996-10-23,73132625.65012664,71827309.25650862,74435761.96112135
1392,1996-10-24,73134785.77197261,71887469.4058541,74331882.81399055
1393,1996-10-25,73140846.63311778,71852264.61925602,74449402.06124191
1394,1996-10-26,73142844.10795175,71981923.4271018,74411210.80110335
1395,1996-10-27,73144750.70072202,71805953.11556861,74371660.45673114
1396,1996-10-28,73146602.61475319,71820692.17690615,74354001.82053527
1397,1996-10-29,73148421.31369704,71898877.49016504,74444360.46806102
1398,1996-10-30,73150232.18881536,71868719.91879842,74389809.85841855
1399,1996-10-31,73152059.39640842,71951243.45367883,74474640.6333234
1400,1996-11-01,73157940.2036554,71872668.89123796,74480490.36460428
1401,1996-11-02,73159918.26501508,71905027.63214372,74355597.75034325
1402,1996-11-03,73161968.77394041,71889987.0187928,74347313.94241844
1403,1996-11-04,73164125.36135449,71954350.61723632,74441311.42007051
1404,1996-11-05,73166401.65051691,71926237.44520679,74395434.54180071
1405,1996-11-06,73168810.08503981,71931054.45412464,74340202.65982328
1406,1996-11-07,73171357.09175777,71889191.3682774,74439775.87177365
1407,1996-11-08,73178057.9091449,71891866.81202663,74442474.58679715
1408,1996-11-09,73180930.49084878,71931905.02154122,74394892.36287174
1409,1996-11-10,73183921.41182756,71998139.8822227,74341289.9503268
1410,1996-11-11,73187033.62704258,71952231.75523764,74472246.24736613
1411,1996-11-12,73190248.96721289,71853670.86962806,74523126.98979472
1412,1996-11-13,73193547.96035747,71870065.05984488,74407449.98637608
1413,1996-11-14,73196906.01070154,72025460.42931241,74510631.94678378
1414,1996-11-15,73204309.2343105,71971163.45443529,74382813.04294224
1415,1996-11-16,73207749.32943176,71943186.49336308,74483598.68271774
1416,1996-11-17,73211150.37814182,71910716.3693895,74468162.38332412
1417,1996-11-18,73214497.40002266,71921785.49601004,74493943.04347762
1418,1996-11-19,73217759.51572262,71972372.73139767,74547535.09965986
1419,1996-11-20,73220910.28591034,71958581.63755226,74518464.6622025
1420,1996-11-21,73223924.23818065,71962499.34102099,74423739.96951194
1421,1996-11-22,73230792.86710592,71945544.87670806,74563358.65828983
1422,1996-11-23,73233519.4766049,71983829.15918808,74560119.15096788
1423,1996-11-24,73236045.75814152,72034431.16759953,74465936.40031248
1424,1996-11-25,73238379.928306,71972953.79496989,74503799.93558809
1425,1996-11-26,73240519.29239798,71894819.60569139,74402971.7579664
1426,1996-11-27,73242469.81405935,71993365.28047054,74538748.34206249
1427,1996-11-28,73244241.72349662,71992580.73504724,74538676.21974856
1428,1996-11-29,73249864.47440703,72031682.0632681,74469131.64385955
1429,1996-11-30,73251380.44798164,72085457.0996253,74549069.07829432
1430,1996-12-01,73252770.33018555,71981341.88860054,74576770.37270111
1431,1996-12-02,73254080.02112721,71905944.7824877,74469144.95029783
1432,1996-12-03,73255341.9799638,72014269.91631432,74518334.92306474
1433,1996-12-04,73256593.62271866,71993305.48244572,74585001.18056934
1434,1996-12-05,73257871.84227788,72108290.03312239,74532629.40535448
1435,1996-12-06,73263226.99570571,72003591.56753786,74478350.6905934
1436,1996-12-07,73264715.78950754,72037988.71780103,74501004.54816726
1437,1996-12-08,73266326.01751563,72033848.69682722,74494599.166387
1438,1996-12-09,73268103.03399593,72053515.3791512,74459941.17886882
1439,1996-12-10,73270070.88372527,72074002.25409794,74519225.95319188
1440,1996-12-11,73272250.71859173,71993778.35525806,74507701.66400552
1441,1996-12-12,73274655.57555735,72006319.49172825,74511348.95649503
1442,1996-12-13,73281304.85979828,72082400.72419293,74548430.36442822
1443,1996-12-14,73284217.95533118,72039277.61200203,74600617.82696359
1444,1996-12-15,73287339.90258856,72076289.94782828,74544096.79686536
1445,1996-12-16,73290669.00374001,72116978.98588982,74579476.97203444
1446,1996-12-17,73294179.24961694,72056909.86674036,74576693.86099005
1447,1996-12-18,73297840.16449372,71963610.94397281,74507813.12414931
1448,1996-12-19,73301613.10570432,72083589.19506748,74501977.1007077
1449,1996-12-20,73309467.32048517,72123947.15258028,74514325.66111474
1450,1996-12-21,73313375.1384725,72084956.5950192,74615759.62118027
1451,1996-12-22,73317239.194185,72011476.54083204,74531173.93761875
1452,1996-12-23,73321021.49515787,72054999.90660268,74584369.08403954
1453,1996-12-24,73324667.1857342,72089766.92658806,74577956.52229881
1454,1996-12-25,73328125.5614559,72140565.29549867,74534600.40162341
1455,1996-12-26,73331347.33347176,72177911.36528775,74542326.86742197
1456,1996-12-27,73338301.41266684,72101816.30903012,74610939.11973006
1457,1996-12-28,73340970.56513403,72203831.77153657,74584061.51192786
1458,1996-12-29,73343278.81324671,72064179.24803664,74601534.44337659
1459,1996-12-30,73345220.38534397,72113307.45051096,74638276.6632536
1460,1996-12-31,73346783.05928256,72155933.61895311,74577338.48599479
1461,1997-01-01,73347968.45822081,72069845.86055946,74626823.65906173
1462,1997-01-02,73348788.30970281,72106280.22453186,74536362.99020618
1463,1997-01-03,73353279.95744708,72080738.33686362,74685856.56832266
1464,1997-01-04,73353500.5048103,72209260.84458052,74506471.54932502
1465,1997-01-05,73353452.4985682,72052394.50695254,74599777.57332654
1466,1997-01-06,73353210.99662136,72056289.90632701,74632745.5452797
1467,1997-01-07,73350962.34201348,72071373.34311299,74544382.71779387
1468,1997-01-08,73348670.09488897,72093071.22471942,74582917.38152614
1469,1997-01-09,73346421.4993218,71985413.7277408,74603151.52912235
1470,1997-01-10,73348323.51525468,72071542.08188951,74542420.27789429
1471,1997-01-11,73346495.00515477,72168563.75025858,74633878.11626466
1472,1997-01-12,73344990.60526419,72062400.27498204,74503071.57418051
1473,1997-01-13,73343926.17471904,72066331.34880753,74586458.34165473
1474,1997-01-14,73343398.75901856,72093050.01117067,74524940.36328448
1475,1997-01-15,73343503.71598057,71964735.39795476,74570650.35377328
1476,1997-01-16,73344328.10116309,72049933.22999445,74537824.77958857
1477,1997-01-17,73349963.68187219,72066712.87390123,74645508.147649
1478,1997-01-18,73352499.03005484,72098478.24483769,74625897.03858235
1479,1997-01-19,73355943.66366346,72123083.46302626,74587338.72028217
1480,1997-01-20,73360354.12892288,72081250.06649585,74660073.51806948
1481,1997-01-21,73365754.94983234,72151961.20854396,74563432.94060169
1482,1997-01-22,73372157.07376039,72078236.8501735,74632324.46140464
1483,1997-01-23,73379552.88211854,72170882.07850343,74607599.49205488
1484,1997-01-24,73391931.09917627,72213670.50748871,74709926.8761736
1485,1997-01-25,73401271.00606519,72200926.5506029,74702786.14255409
1486,1997-01-26,73411468.88017727,72146869.41856858,74724538.43471327
1487,1997-01-27,73422466.49811102,72189394.76331094,74680838.26732835
1488,1997-01-28,73434174.57069427,72217064.82342978,74648327.82962999
1489,1997-01-29,73446493.67908087,72241799.0299034,74719725.33794202
1490,1997-01-30,73459311.7205207,72290690.04048616,74705899.22943167
1491,1997-01-31,73476521.13750514,72120484.47037078,74745429.38355015
1492,1997-02-01,73490015.28053218,72248692.04409136,74777978.30602923
1493,1997-02-02,73503616.7719178,72280393.74047841,74727222.68644361
1494,1997-02-03,73517207.6614242,72207669.66832256,74741830.7844628
1495,1997-02-04,73530654.20147325,72212113.64142986,74820948.28841482
1496,1997-02-05,73543828.77786738,72249259.96754743,74799244.63336144
1497,1997-02-06,73556607.98008522,72232780.12262617,74813772.81935996
1498,1997-02-07,73572890.06950529,72191690.01689862,74881292.86535865
1499,1997-02-08,73584591.19003212,72282846.38960725,74853365.6293905
1500,1997-02-09,73595573.19251128,72373398.85421579,74856561.5747796
1501,1997-02-10,73605772.87728454,72361117.03078261,74838663.59346052
1502,1997-02-11,73615125.50550091,72420187.55121827,74881890.56891397
1503,1997-02-12,73623585.14661631,72410614.80120385,74842061.07260866
1504,1997-02-13,73631120.88550366,72464988.04485829,74973710.71803868
1505,1997-02-14,73641732.19369301,72396829.77434945,74931880.2294549
1506,1997-02-15,73647442.86099353,72454762.97627342,74914410.40727077
1507,1997-02-16,73652226.41492683,72394099.0328423,74946143.1893647
1508,1997-02-17,73656132.89117609,72395836.49105725,74904076.74467337
1509,1997-02-18,73659209.86581202,72429233.97391349,74911706.1466143
1510,1997-02-19,73661520.37661628,72496083.23240717,74968788.20662606
1511,1997-02-20,73663136.81502095,72497668.41345029,74878249.99265385
1512,1997-02-21,73668154.14801067,72439495.15949762,74903295.39889863
1513,1997-02-22,73668681.9164122,72472394.1498393,75005352.13575086
1514,1997-02-23,73668767.98126346,72528745.87686911,75066315.5832697
1515,1997-02-24,73668523.91873081,72395308.92032422,74940063.82610324
1516,1997-02-25,73668045.00369896,72506862.49680977,74930030.14459395
1517,1997-02-26,73667427.43013427,72554790.86548029,74890655.29435192
1518,1997-02-27,73666761.86148086,72402499.46564548,74921338.71994074
1519,1997-02-28,73670146.6729282,72457667.11890796,75014631.50285746
1520,1997-03-01,73669680.32525049,72449458.41723527,74925648.1429061
1521,1997-03-02,73669385.82624763,72336918.04023618,74982419.49923903
1522,1997-03-03,73669337.15616763,72393847.25144325,74866817.67871068
1523,1997-03-04,73669580.56544782,72381412.96780612,74984359.48733568
1524,1997-03-05,73670153.3543188,72410730.5928546,74966567.37057179
1525,1997-03-06,73671079.18329859,72459347.310124,74863136.81240113
1526,1997-03-07,73676383.22774567,72466207.56380464,74923564.6679042
1527,1997-03-08,73678086.5644028,72463947.2597381,74975634.48264931
1528,1997-03-09,73680132.6925019,72478563.89521757,74932698.66618322
1529,1997-03-10,73682516.01209499,72499681.29406011,74933048.82583852
1530,1997-03-11,73685205.11540435,72439397.8985836,74948379.46045004
1531,1997-03-12,73688163.45073621,72397777.10802138,74979061.2770682
1532,1997-03-13,73691346.3618224,72496275.80147424,74863110.22695224
1533,1997-03-14,73698717.77459882,72386381.2560921,74986716.0271647
1534,1997-03-15,73702245.88421635,72415908.58220014,74949609.88435428
1535,1997-03-16,73705830.71658246,72403182.12798965,74949569.60598221
1536,1997-03-17,73709433.36633275,72446042.66584484,75020974.57094483
1537,1997-03-18,73712999.75419918,72496506.92289846,75039982.68200204
1538,1997-03-19,73716481.45863628,72375367.83748657,74959313.88831387
1539,1997-03-20,73719832.62801553,72363175.41268297,74992036.24163862
1540,1997-03-21,73727026.25672996,72384065.12044205,74949803.34677304
1541,1997-03-22,73730049.19677244,72382273.99691023,75029234.09559892
1542,1997-03-23,73732828.80463938,72492872.90559237,75012254.38276026
1543,1997-03-24,73735361.05697197,72444705.813996,75049715.54234876
1544,1997-03-25,73737633.01439284,72485905.3727865,75102174.4202746
1545,1997-03-26,73739642.22877333,72512115.52443227,75006950.23613769
1546,1997-03-27,73741392.14330205,72399542.95617671,74937196.08196633
1547,1997-03-28,73746906.81320266,72535788.67617173,75006516.37973039
1548,1997-03-29,73748224.3633466,72462351.41888103,75034354.42517194
1549,1997-03-30,73749322.12622286,72459127.36208032,74959822.00946203
1550,1997-03-31,73750243.3350147,72519469.96035884,75116425.39750239
1551,1997-04-01,73751018.28919205,72420821.59530506,75077535.63648823
1552,1997-04-02,73751682.62141593,72583187.00553133,74993247.68388714
1553,1997-04-03,73752271.74343699,72523759.33023284,75016430.27325767
1554,1997-04-04,73756834.82119858,72419622.66979016,75083238.79976358
1555,1997-04-05,73757427.71128741,72548231.45134634,74997640.27354878
1556,1997-04-06,73758037.8112987,72490340.74365377,75079963.19881181
1557,1997-04-07,73758710.70105417,72550461.14347856,74999143.2150616
1558,1997-04-08,73759471.48742494,72452097.1463165,75030602.35506079
1559,1997-04-09,73760343.47032198,72517682.91330425,75052650.64016528
1560,1997-04-10,73761343.1901792,72476548.5524015,74955374.40778068
1561,1997-04-11,73766495.1842757,72591168.15382813,75010710.05612421
1562,1997-04-12,73767825.8564421,72455865.59661467,75047952.9003666
1563,1997-04-13,73769289.3812741,72429862.60318838,75097244.35830842
1564,1997-04-14,73770895.485492,72521685.71533121,75030962.21697749
1565,1997-04-15,73772631.98309715,72453137.35821569,75017868.74992658
1566,1997-04-16,73774484.64507455,72565939.49012305,75144362.16499226
1567,1997-04-17,73776433.4275321,72451281.26302767,75050622.38101643
1568,1997-04-18,73782468.35063206,72576144.95911764,75048763.11662725
1569,1997-04-19,73784584.40031214,72596967.04438412,75068781.54810724
1570,1997-04-20,73786708.34473485,72515246.19652344,75139837.1602346
1571,1997-04-21,73788827.2830793,72527109.51721363,74986609.53921483
1572,1997-04-22,73790911.78313234,72371594.55563958,75023337.49371871
1573,1997-04-23,73792936.17357576,72496323.39863434,75008270.95884693
1574,1997-04-24,73794875.00569706,72490281.33446649,75072732.6810739
1575,1997-04-25,73800718.97358146,72555343.429869,75095058.99336194
1576,1997-04-26,73802469.66734648,72562152.69478017,74975703.44008781
1577,1997-04-27,73804066.05960564,72541073.78044666,75011022.23912962
1578,1997-04-28,73805512.55636975,72524710.87257904,74989488.87710026
1579,1997-04-29,73806801.4872819,72323523.29691344,75105412.54085809
1580,1997-04-30,73807932.62373702,72558206.1358909,75086068.09540881
1581,1997-05-01,73808908.76573333,72568220.74672809,75063516.22194035
1582,1997-05-02,73813750.71525407,72658929.78310667,75107881.92627315
1583,1997-05-03,73814491.04119675,72603381.39326756,75006013.68824534
1584,1997-05-04,73815099.56726028,72545307.66067806,75067736.43175982
1585,1997-05-05,73815610.44503185,72469447.45282795,75021731.89039633
1586,1997-05-06,73816043.71707821,72542231.14965788,75079084.24935208
1587,1997-05-07,73816423.98648372,72630922.51751156,75071791.42624827
1588,1997-05-08,73816775.2587391,72658366.1926391,75044893.73835294
1589,1997-05-09,73821135.29528129,72593999.60408509,75095096.0729877
1590,1997-05-10,73821548.90104383,72603597.09340343,75081226.66687326
1591,1997-05-11,73821993.09014012,72493080.94553095,75093868.10101168
1592,1997-05-12,73822503.99967955,72555781.2825024,75052609.52518341
1593,1997-05-13,73823098.45915455,72614500.57806486,75107371.9679699
1594,1997-05-14,73823792.82933724,72589505.58205085,75008523.43748955
1595,1997-05-15,73824598.16909318,72553347.63137932,75123853.40280883
1596,1997-05-16,73829535.05721474,72651217.50421026,75094742.46916647
1597,1997-05-17,73830627.47517003,72588626.11803195,75142239.59485152
1598,1997-05-18,73831828.67471536,72527411.17611155,75150210.28964037
1599,1997-05-19,73833148.87715136,72567537.29936363,75027280.35325128
1600,1997-05-20,73834577.6861447,72605702.54425718,75089150.22510031
1601,1997-05-21,73836103.80105235,72462234.63818794,75132861.97884026
1602,1997-05-22,73837711.06151411,72633504.20144926,75090174.22697783
1603,1997-05-23,73843394.12299545,72584321.97962333,75115193.0351329
1604,1997-05-24,73845153.14281273,72622100.02040982,75103169.58558701
1605,1997-05-25,73846920.37608695,72562486.08323711,75101203.72627528
1606,1997-05-26,73848688.50649866,72576596.22225864,75042339.59386703
1607,1997-05-27,73850433.57509908,72540215.0399468,75130383.11860877
1608,1997-05-28,73852135.07923248,72578187.46932335,75082866.84490314
1609,1997-05-29,73853772.2616572,72665124.08263612,75141587.63095264
1610,1997-05-30,73859339.88335894,72628042.84808347,75191584.37958823
1611,1997-05-31,73860842.85803917,72662912.63694854,75178415.78689866
1612,1997-06-01,73862222.65081336,72615467.32201366,75100442.50189754
1613,1997-06-02,73863485.27358145,72593787.49360283,75045750.43641049
1614,1997-06-03,73864623.75213803,72583369.55281572,75099549.16819847
1615,1997-06-04,73865637.65270689,72593606.05308214,75174754.59864937
1616,1997-06-05,73866528.706918,72673886.08920017,75088128.39804554
1617,1997-06-06,73871315.85033458,72654294.88562265,75178824.59806363
1618,1997-06-07,73872029.07611834,72542592.13994585,75184021.8011235
1619,1997-06-08,73872635.03121674,72643623.67972519,75099414.2314815
1620,1997-06-09,73873164.2128447,72651612.35485376,75086264.2475116
1621,1997-06-10,73873632.66531308,72637994.2161962,75136468.90786725
1622,1997-06-11,73874060.7887752,72725947.20647834,75089617.80936658
1623,1997-06-12,73874468.32096498,72624691.4990706,75171319.04913288
1624,1997-06-13,73878888.8265906,72599399.63504598,75063167.32338154
1625,1997-06-14,73879363.11243972,72642950.53416444,75149382.64211543
1626,1997-06-15,73879864.50847268,72537055.52746104,75038958.48805808
1627,1997-06-16,73880425.88161908,72699628.03568615,75138725.45753859
1628,1997-06-17,73881061.2870756,72574915.74901491,75031727.1543031
1629,1997-06-18,73881784.86910588,72700762.41827407,75191966.77983567
1630,1997-06-19,73882606.06854777,72565791.01605715,75078412.51079549
1631,1997-06-20,73887544.46367562,72688309.16500044,75247592.72208358
1632,1997-06-21,73888623.65058605,72645936.9536536,75138064.66363853
1633,1997-06-22,73889797.08802179,72581286.20361935,75073976.4304021
1634,1997-06-23,73891075.75501287,72596828.44781823,75064452.36117443
1635,1997-06-24,73892450.50541137,72613868.38695483,75121808.35286742
1636,1997-06-25,73893911.7088759,72698186.68290934,75124055.96308522
1637,1997-06-26,73895445.21205069,72645079.72142488,75021108.57997474
1638,1997-06-27,73901047.9228484,72645645.7071578,75170500.97131549
1639,1997-06-28,73902722.4007309,72515449.88170421,75080875.28792824
1640,1997-06-29,73904403.35581265,72723565.44379261,75293095.77537404
1641,1997-06-30,73906085.88494536,72619254.68695551,75106638.33711912
1642,1997-07-01,73907748.31112616,72631664.69776794,75223733.22528239
1643,1997-07-02,73909372.2010793,72694874.37175171,75183316.5449581
1644,1997-07-03,73910938.58352049,72732775.67264579,75210904.78547426
1645,1997-07-04,73916443.66357921,72736979.3316477,75112948.44453357
1646,1997-07-05,73917893.41285484,72664894.51839598,75141714.4212238
1647,1997-07-06,73919229.93861583,72683162.09011233,75252223.30523859
1648,1997-07-07,73920459.4650444,72638842.51644419,75035737.484147
1649,1997-07-08,73921574.80150817,72608532.28729293,75099483.15835607
1650,1997-07-09,73922574.8849519,72609153.41985884,75098385.77266634
1651,1997-07-10,73923460.43436909,72661480.49187243,75127975.87576015
1652,1997-07-11,73928249.03098933,72654791.97635251,75191037.62348126
1653,1997-07-12,73928969.02394792,72748304.67063953,75239972.33187991
1654,1997-07-13,73929585.18672448,72627743.32924265,75248366.54014415
1655,1997-07-14,73930125.9798303,72618288.87175885,75156265.32661118
1656,1997-07-15,73930605.31739317,72738891.03753091,75160286.56140842
1657,1997-07-16,73931041.44678047,72653404.98796767,75192827.30514698
1658,1997-07-17,73931451.99995983,72674732.65789582,75131362.55384487
1659,1997-07-18,73935868.54902041,72689425.07098609,75194820.55520947
1660,1997-07-19,73936330.08187369,72715640.23450448,75181538.74378465
1661,1997-07-20,73936808.33663799,72807789.20770383,75281599.79882154
1662,1997-07-21,73937334.85996364,72699929.32380119,75228365.90364014
1663,1997-07-22,73937922.69298947,72678648.67631838,75148933.66114703
1664,1997-07-23,73938585.29619849,72721599.20651072,75097215.79619333
1665,1997-07-24,73939331.77002965,72754034.02970305,75220002.4877383
1666,1997-07-25,73944181.69792503,72763161.75418651,75186140.7253538
1667,1997-07-26,73945159.01837645,72640908.44884685,75159602.92735027
1668,1997-07-27,73946217.85161535,72706076.3265428,75161600.9746428
1669,1997-07-28,73947370.13035044,72670538.6498649,75242402.56175792
1670,1997-07-29,73948607.91990058,72715560.52080417,75218811.97383125
1671,1997-07-30,73949923.0187413,72683983.51315247,75155502.93726371
1672,1997-07-31,73951302.87480491,72816030.88891008,75156576.67442773
1673,1997-08-01,73956746.12210661,72675085.38803403,75227510.50672667
1674,1997-08-02,73958257.12226155,72708193.03300449,75260312.77134703
1675,1997-08-03,73959772.41533644,72723223.75860436,75153095.23400176
1676,1997-08-04,73961288.90970305,72598113.01777144,75180215.79108934
1677,1997-08-05,73962786.67858861,72694358.30356523,75260360.15442497
1678,1997-08-06,73964248.93932493,72756628.3488748,75184884.46902907
1679,1997-08-07,73965658.23872565,72736686.13540417,75225618.43472777
1680,1997-08-08,73971012.14073297,72649155.06932312,75148412.20276557
1681,1997-08-09,73972317.7962092,72784339.71175693,75327075.98765165
1682,1997-08-10,73973518.29851417,72832972.90571843,75303319.39087592
1683,1997-08-11,73974620.65764426,72691759.59076409,75234871.68581201
1684,1997-08-12,73975618.26754865,72710330.55744214,75191833.88209659
1685,1997-08-13,73976510.4531381,72703474.31445761,75230664.83732674
1686,1997-08-14,73977298.1341912,72705596.04754804,75253653.91134796
1687,1997-08-15,73981998.9189036,72700260.50072758,75155287.66617334
1688,1997-08-16,73982641.02586502,72703992.70013091,75148622.4148905
1689,1997-08-17,73983188.95872535,72884328.51325156,75298448.44984628
1690,1997-08-18,73983670.78800786,72785628.13962996,75145799.38054498
1691,1997-08-19,73984099.93674491,72728905.7540472,75262501.83573179
1692,1997-08-20,73984494.07819569,72849947.59094259,75303939.01694931
1693,1997-08-21,73984870.20359124,72722579.71641684,75231458.83629057
1694,1997-08-22,73989259.19173485,72768397.75098798,75364507.53351174
1695,1997-08-23,73989699.29606237,72823484.53657533,75272447.60000996
1696,1997-08-24,73990161.48744735,72725644.7116205,75209580.49924083
1697,1997-08-25,73990676.51798867,72794652.94164202,75217168.45255992
1698,1997-08-26,73991256.60964657,72706264.93551497,75192666.73247609
1699,1997-08-27,73991914.37935345,72691928.6450623,75233689.9109915
1700,1997-08-28,73992658.0579745,72691992.80221564,75268997.21223037
1701,1997-08-29,73997506.33044657,72823490.8334004,75194885.01700114
1702,1997-08-30,73998482.20440562,72709600.62357199,75196049.47833298
1703,1997-08-31,73999538.83374777,72708333.7498598,75302358.52608569
1704,1997-09-01,74000687.14734286,72714905.61645547,75274623.73362294
1705,1997-09-02,74001918.16903235,72664256.89578946,75255412.42605092
1706,1997-09-03,74003222.62063906,72722522.0828778,75337759.94937083
1707,1997-09-04,74004586.84392275,72782493.96578108,75308851.04619344
1708,1997-09-05,74010008.34649707,72751548.8073764,75192673.77039964
1709,1997-09-06,74011490.35653363,72735970.73266406,75172447.33876781
1710,1997-09-07,74012968.29075271,72771316.03806755,75267673.7737576
1711,1997-09-08,74014437.96520492,72730264.71418849,75263082.62850891
1712,1997-09-09,74015878.41615152,72770127.59224579,75239425.79664193
1713,1997-09-10,74017271.90643828,72646132.895747,75299471.03200935
1714,1997-09-11,74018600.1399814,72809116.57168068,75279673.80466494
1715,1997-09-12,74023859.97951546,72833796.61553062,75294574.83752556
1716,1997-09-13,74025058.04634,72751920.54689746,75183277.72978711
1717,1997-09-14,74026137.10446209,72732278.55971996,75207419.7811321
1718,1997-09-15,74027104.06060836,72777840.33154552,75353861.77201235
1719,1997-09-16,74027952.45341347,72764593.00295036,75312304.79708073
1720,1997-09-17,74028682.0170413,72861317.42342189,75373245.76622494
1721,1997-09-18,74029294.35528935,72685112.36606492,75308396.18258688
1722,1997-09-19,74033808.03792644,72761674.683623,75297672.8714217
1723,1997-09-20,74034252.51726298,72690544.35696425,75312116.93047206
1724,1997-09-21,74034593.7886845,72743929.1520604,75290224.30767003
1725,1997-09-22,74034861.64936692,72759360.812339,75402977.30666752
1726,1997-09-23,74035071.45192926,72788127.10502593,75281322.37449002
1727,1997-09-24,74035242.96169974,72787566.41035554,75246631.00618173
1728,1997-09-25,74035395.37629707,72809299.34257263,75332831.13353044
1729,1997-09-26,74039561.84044476,72780964.56416371,75267378.38843912
1730,1997-09-27,74039782.87302436,72846696.95046695,75335759.27803615
1731,1997-09-28,74040031.64633115,72809751.45259525,75279683.4962092
1732,1997-09-29,74040340.9846818,72771469.2042359,75314576.31071751
1733,1997-09-30,74040724.98832713,72849753.93700033,75333530.27590019
1734,1997-10-01,74041197.896493,72770464.99246322,75348513.07256435
1735,1997-10-02,74041769.2491595,72829415.34035663,75241888.66344205
1736,1997-10-03,74046458.67709981,72785352.81283993,75286019.97119635
1737,1997-10-04,74047289.72956178,72818614.11881998,75416901.74738894
1738,1997-10-05,74048215.66790928,72805768.39537139,75354060.02744499
1739,1997-10-06,74049247.077037,72748394.33664332,75394222.47289297
1740,1997-10-07,74050374.18193789,72758205.30991971,75428258.89623885
1741,1997-10-08,74051586.46198949,72817904.92518485,75262259.94359012
1742,1997-10-09,74052868.59927362,72859824.44445312,75280618.54450658
1743,1997-10-10,74058216.06582926,72763905.00688925,75264235.13407348
1744,1997-10-11,74059629.7340344,72779243.21430804,75226887.09033519
1745,1997-10-12,74061042.41346544,72799077.68243848,75335234.33493745
1746,1997-10-13,74062447.1420823,72914039.28235891,75339236.60409082
1747,1997-10-14,74063820.09691593,72835895.85963099,75241709.32396455
1748,1997-10-15,74065140.69709846,72775011.27087906,75310591.87385018
1749,1997-10-16,74066387.9189397,72835698.75426416,75193475.81547374
1750,1997-10-17,74071556.11500907,72841242.46774766,75365685.16476259
1751,1997-10-18,74072649.71258615,72870645.11518082,75295210.9453934
1752,1997-10-19,74073609.69042446,72831268.52080373,75295842.5512521
1753,1997-10-20,74074441.66188529,72798255.81721772,75247139.80047938
1754,1997-10-21,74075138.4344811,72763411.96457404,75198907.19376637
