ds,yhat_lower_log,yhat_upper_log,yhat_log,yhat_main,yhat_lower_main,yhat_upper_main
01/01/2003,1.94365851,2.849658496,2.404074465,11.06818155,6.984256259,17.28187901
02/01/2003,1.917629818,2.809896726,2.403427786,11.06102631,6.804810697,16.60820293
03/01/2003,1.953898195,2.850140947,2.402955459,11.05580312,7.056140248,17.29021867
04/01/2003,1.986374825,2.830388795,2.402474618,11.05048831,7.289061682,16.95205042
05/01/2003,1.950041963,2.838817172,2.401988555,11.04511839,7.028982531,17.0955325
06/01/2003,1.948938324,2.868832167,2.401500395,11.03972791,7.02122935,17.61643314
07/01/2003,1.956793315,2.853518015,2.401013361,11.0343525,7.076598224,17.34870762
08/01/2003,1.967126994,2.833163873,2.400495622,11.02864106,7.150104655,16.99915902
09/01/2003,1.937884688,2.860036577,2.399828285,11.0212837,6.944046596,17.46216564
10/01/2003,1.936478116,2.855935363,2.399356736,11.01608784,6.93428616,17.39069622
11/01/2003,1.954734532,2.858374667,2.398897046,11.01102503,7.062044028,17.43316919
12/01/2003,1.97226959,2.871683589,2.398451094,11.00611574,7.186969465,17.6667367
13/01/2003,1.947278196,2.819122027,2.398020277,11.00137513,7.009582879,16.76212752
14/01/2003,1.972313324,2.861634974,2.397605824,10.99681652,7.187283786,17.49009943
15/01/2003,1.941517617,2.824638682,2.397173693,10.99206548,6.96931971,16.85485392
16/01/2003,1.986295384,2.852934126,2.396602622,10.98579003,7.28848266,17.33858086
17/01/2003,1.96525652,2.836016304,2.396235534,10.98175802,7.136743071,17.04771717
18/01/2003,1.958042354,2.876143184,2.395886005,10.97792025,7.085442689,17.74569913
19/01/2003,1.916629827,2.844455946,2.395553449,10.97427008,6.798009354,17.19220264
20/01/2003,1.942543372,2.832613962,2.395236893,10.97079665,6.97647219,16.98981355
21/01/2003,1.954007999,2.864729794,2.394935348,10.96748897,7.056915084,17.54431199
22/01/2003,1.940055246,2.823173428,2.394612763,10.96395159,6.959135425,16.83017537
23/01/2003,1.938370453,2.828056955,2.39414612,10.95883653,6.94742059,16.912567
24/01/2003,1.931324878,2.826501342,2.393876877,10.95588634,6.89864405,16.88627805
25/01/2003,1.978357083,2.819729104,2.393617471,10.95304469,7.230853529,16.77230651
26/01/2003,1.933786411,2.857508226,2.393366519,10.95029634,6.915646206,17.41807093
27/01/2003,1.940946097,2.85301372,2.393122605,10.94762574,6.96533774,17.33996097
28/01/2003,1.982057512,2.861773163,2.392884657,10.94502108,7.257660358,17.49251653
29/01/2003,1.938924094,2.820498419,2.392616877,10.94209061,6.951268034,16.78521466
30/01/2003,1.942606327,2.838732548,2.392196829,10.93749538,6.97691141,17.09408587
31/01/2003,1.93727177,2.851700178,2.391966848,10.93498025,6.939791772,17.31719915
01/02/2003,1.925527448,2.815773074,2.391740505,10.93250547,6.858765357,16.70608583
02/02/2003,1.907458142,2.786726487,2.391517764,10.93007062,6.735945201,16.22781081
03/02/2003,1.965522713,2.861243459,2.391298723,10.92767676,7.138643076,17.48325314
04/02/2003,1.913768621,2.829901861,2.391083931,10.92532984,6.778586647,16.94379789
05/02/2003,1.957904241,2.83851754,2.390839271,10.92265717,7.084464167,17.0904109
06/02/2003,1.96501659,2.81200751,2.390443984,10.91834043,7.135030958,16.6432963
07/02/2003,1.931099841,2.837841574,2.390242026,10.91613561,6.897091777,17.07886226
08/02/2003,1.936129967,2.870634935,2.390048482,10.91402306,6.93187242,17.64822011
09/02/2003,1.944338175,2.81990977,2.389864676,10.91201718,6.989004823,16.77533697
10/02/2003,1.934358013,2.834796181,2.389691867,10.91013165,6.919600334,17.02692954
11/02/2003,1.929447772,2.844111599,2.389531533,10.90838252,6.885706713,17.18628357
12/02/2003,1.970625516,2.858709147,2.389350226,10.90640494,7.175163265,17.43900121
13/02/2003,1.939452901,2.826038325,2.389027579,10.90288659,6.954944886,16.87846122
14/02/2003,1.956482274,2.820687428,2.388907656,10.90157916,7.074397448,16.78838751
15/02/2003,1.959701369,2.860647478,2.388805359,10.90046402,7.097207306,17.47283656
16/02/2003,1.931784461,2.828993318,2.388721552,10.89955053,6.901815278,16.92841072
17/02/2003,1.908796696,2.824989601,2.388656775,10.89884451,6.744967667,16.86076965
18/02/2003,1.920218626,2.811389939,2.38861155,10.89835162,6.822449874,16.63302104
19/02/2003,1.901854335,2.824685396,2.388551272,10.8976947,6.698303834,16.85564131
20/02/2003,1.928884709,2.814888723,2.388354249,10.89554782,6.881830715,16.69131832
21/02/2003,1.929505323,2.824353534,2.3883631,10.89564425,6.886103005,16.85004848
22/02/2003,1.930708618,2.846646005,2.388391202,10.89595046,6.894394,17.22989584
23/02/2003,1.941094976,2.854797804,2.388437867,10.89645893,6.966374812,17.37092452
24/02/2003,1.92853403,2.839199473,2.388502095,10.89715881,6.879417828,17.10206939
25/02/2003,1.927119594,2.827711282,2.38858293,10.89803971,6.869694208,16.90672179
26/02/2003,1.952888425,2.83523424,2.388644391,10.89870953,7.049018764,17.03438998
27/02/2003,1.939068669,2.83951819,2.388563549,10.8978285,6.952273087,17.10752097
28/02/2003,1.969673483,2.814401079,2.388681956,10.89911895,7.168335524,16.68318088
01/03/2003,1.938928212,2.838608994,2.388812118,10.90053769,6.951296658,17.09197395
02/03/2003,1.932606211,2.796556411,2.388952686,10.90207007,6.907489177,16.38811556
03/03/2003,1.940370913,2.83673695,2.389102223,10.90370046,6.961332542,17.06000695
04/03/2003,1.963238067,2.843501377,2.389259558,10.90541612,7.122352423,17.17579933
05/03/2003,1.934059583,2.835670919,2.389388709,10.90682467,6.91753563,17.04183015
06/03/2003,1.927121129,2.814284377,2.389366953,10.90658737,6.869704756,16.68123403
07/03/2003,1.949909824,2.855737733,2.389536221,10.90843366,7.028053792,17.38725963
08/03/2003,1.965015325,2.875117456,2.389709556,10.91032464,7.135021931,17.7275062
09/03/2003,1.945645811,2.850951671,2.389886264,10.91225276,6.998149881,17.30424195
10/03/2003,1.900567551,2.840525072,2.390065648,10.91421042,6.689690108,17.12475491
11/03/2003,1.89870738,2.82837512,2.390247321,10.91619342,6.677257702,16.91794885
12/03/2003,1.955870958,2.816010459,2.390396094,10.91781756,7.070074083,16.71005207
13/03/2003,1.942753562,2.855765227,2.390389998,10.91775101,6.977938728,17.38773769
14/03/2003,1.979807039,2.830748713,2.390571656,10.91973449,7.241345553,16.95815287
15/03/2003,1.98643635,2.847569636,2.3907547,10.92173346,7.289510156,17.24581725
16/03/2003,1.987625298,2.814881724,2.390938893,10.92374535,7.298182161,16.6912015
17/03/2003,1.936419111,2.826583854,2.391123846,10.92576592,6.933877015,16.88767142
18/03/2003,1.908259464,2.821749523,2.391309318,10.92779254,6.741345028,16.80622784
19/03/2003,1.921202653,2.862117834,2.391460093,10.9294403,6.829166648,17.49854673
20/03/2003,1.946408009,2.847012386,2.391454012,10.92937384,7.003485884,17.23620969
21/03/2003,1.944072744,2.818512014,2.391633346,10.93133402,6.987149974,16.75190551
22/03/2003,1.933006602,2.854010915,2.391811241,10.93327882,6.910255428,17.3572609
23/03/2003,1.943004314,2.841923096,2.391986865,10.93519914,6.979688681,17.14871247
24/03/2003,1.94069078,2.840185091,2.392159159,10.93708337,6.963559595,17.1189338
25/03/2003,1.939714091,2.837057746,2.392327176,10.93892114,6.956761682,17.06548061
26/03/2003,1.949062913,2.820940954,2.392455008,10.94031958,7.022104171,16.79264434
27/03/2003,1.949016773,2.849287702,2.392419866,10.93993511,7.021780181,17.27547218
28/03/2003,1.929074746,2.832561267,2.3925635,10.94150657,6.883138643,16.9889183
29/03/2003,1.9403801,2.823535009,2.392698699,10.94298595,6.961396495,16.83626194
30/03/2003,1.935005497,2.819879052,2.392824485,10.94436252,6.924082114,16.77482167
31/03/2003,1.949134234,2.842238663,2.392939909,10.94562583,7.022605018,17.15412489
01/04/2003,1.941020378,2.823323952,2.393044427,10.94676991,6.965855154,16.8327089
02/04/2003,1.948578672,2.840803114,2.393102864,10.94740962,7.01870461,17.12951697
03/04/2003,1.92901952,2.825652275,2.392993506,10.9462125,6.882758528,16.87194655
04/04/2003,1.963853404,2.844030609,2.393059546,10.94693542,7.126736418,17.18489172
05/04/2003,1.945817939,2.839992637,2.393115574,10.94754876,6.999354559,17.11563951
06/04/2003,1.988307065,2.864266146,2.393162762,10.94806537,7.303159514,17.53617949
07/04/2003,1.946372785,2.851470194,2.393202641,10.94850198,7.003239204,17.31321693
08/04/2003,1.953175992,2.851604902,2.393237437,10.94888295,7.051046126,17.31554931
09/04/2003,1.925755244,2.852277973,2.393234984,10.94885609,6.860327935,17.32720782
10/04/2003,1.952179772,2.835745866,2.393076765,10.94712391,7.044025224,17.04310744
11/04/2003,1.911373593,2.858077954,2.393109279,10.94747985,6.762371171,17.42799731
12/04/2003,1.924016638,2.827537991,2.393150457,10.94793065,6.848410888,16.90379226
13/04/2003,1.932989957,2.836901951,2.393204764,10.94852522,6.910140407,17.06282212
14/04/2003,1.954616054,2.854648125,2.393276877,10.94931478,7.061207382,17.36832465
15/04/2003,1.944089313,2.826901716,2.393371939,10.95035569,6.987265744,16.89304023
16/04/2003,1.941849663,2.868604527,2.393460371,10.95132409,6.971634229,17.61242339
17/04/2003,1.937892547,2.825941805,2.393425822,10.95094575,6.944101174,16.87683218
18/04/2003,1.91206084,2.830069081,2.393616458,10.95303359,6.767020184,16.94663147
19/04/2003,1.929971896,2.874248329,2.393851289,10.955606,6.889316623,17.71210545
20/04/2003,1.967037179,2.818096277,2.394135209,10.95871696,7.149462503,16.74494258
21/04/2003,1.913337298,2.825028874,2.394472617,10.96241515,6.775663517,16.86143183
22/04/2003,1.9491927,2.83657927,2.394867624,10.96674623,7.02301561,17.05731714
23/04/2003,1.94433757,2.875521409,2.395288839,10.97136656,6.989000594,17.73466872
24/04/2003,1.905904215,2.792239823,2.395617313,10.97497097,6.725486164,16.31752728
25/04/2003,1.917010082,2.832750563,2.396197828,10.98134395,6.800594818,16.99213454
26/04/2003,1.956576302,2.866802675,2.396845253,10.98845585,7.075062671,17.58071698
27/04/2003,1.89979444,2.862533901,2.397559627,10.99630852,6.684520229,17.50582881
28/04/2003,1.953198802,2.861862053,2.398339837,11.0048913,7.051206956,17.49407151
29/04/2003,1.982433199,2.849842708,2.399183905,11.01418409,7.260387476,17.28506282
30/04/2003,1.937169125,2.852108743,2.400053865,11.02377016,6.939079473,17.32427579
01/05/2003,1.969770193,2.841436906,2.400823811,11.03226114,7.169028807,17.14037697
02/05/2003,1.992499591,2.857887593,2.4018313,11.04338161,7.33384248,17.42468001
03/05/2003,1.942508088,2.845054999,2.402883836,11.05501129,6.976226033,17.20250477
04/05/2003,1.964893375,2.877206444,2.40397408,11.06707053,7.134151874,17.76457745
05/05/2003,1.929448534,2.817896067,2.405093661,11.07946795,6.88571196,16.74159041
06/05/2003,1.99383697,2.843789571,2.406233595,11.09210501,7.343657168,17.18074999
07/05/2003,1.972843688,2.87657136,2.407349292,11.10448735,7.191096672,17.75329905
08/05/2003,1.961801575,2.856797472,2.408308723,11.11514645,7.112128561,17.40569536
09/05/2003,1.955404964,2.84816475,2.409443938,11.1277717,7.066780239,17.25608354
10/05/2003,1.953622134,2.865408774,2.410557654,11.14017177,7.054192592,17.55622827
11/05/2003,1.969810854,2.851229228,2.411638544,11.15221958,7.169320314,17.30904554
12/05/2003,2.000945535,2.862653008,2.412675126,11.16378577,7.396046011,17.50791401
13/05/2003,1.976131818,2.85160056,2.413656231,11.17474399,7.214780855,17.31547413
14/05/2003,1.95961395,2.854595468,2.414536043,11.18457999,7.096586897,17.36741012
15/05/2003,1.986095461,2.848457815,2.415182284,11.19181026,7.287025667,17.26114144
16/05/2003,1.987508699,2.866988839,2.415927722,11.20015617,7.29733125,17.58399017
17/05/2003,1.969289318,2.8546777,2.416576733,11.20742756,7.165582229,17.36883833
18/05/2003,1.936899099,2.862170991,2.417120555,11.21352405,6.937205993,17.49947694
19/05/2003,1.974804879,2.840065552,2.417551103,11.21835306,7.205213632,17.11688755
20/05/2003,1.975449961,2.862611093,2.417861373,11.22183431,7.209863084,17.50718018
21/05/2003,1.98579243,2.887948911,2.418010385,11.22350662,7.284817805,17.95644155
22/05/2003,1.970690834,2.859712328,2.417871269,11.22194537,7.175631947,17.45650446
23/05/2003,1.986226134,2.894740461,2.417782669,11.22095115,7.287977946,18.07880867
24/05/2003,1.959916092,2.867894516,2.417555189,11.21839889,7.098731397,17.59992281
25/05/2003,1.963328251,2.84624602,2.417186527,11.21426386,7.122994768,17.22300551
26/05/2003,1.957379388,2.868812875,2.416675186,11.20853101,7.080746839,17.61609328
27/05/2003,1.974988667,2.869258812,2.416020758,11.20119824,7.206537981,17.6239507
28/05/2003,1.976353794,2.858734758,2.415188771,11.19188286,7.216382536,17.43944786
29/05/2003,1.968407073,2.843049269,2.414058675,11.1792421,7.159263216,17.16803576
30/05/2003,1.95301322,2.858829046,2.412975166,11.16713586,7.049898501,17.44109226
31/05/2003,1.9793378,2.838927468,2.411754564,11.15351354,7.237948431,17.09741817
01/06/2003,1.964667042,2.821242285,2.41039989,11.1384144,7.132537358,16.79770525
02/06/2003,1.914512193,2.833731693,2.408914543,11.12188227,6.783628889,17.00881422
03/06/2003,1.937030171,2.841233486,2.407302557,11.10396839,6.93811533,17.13689061
04/06/2003,1.974410708,2.867354889,2.405533446,11.0843416,7.202374103,17.59042797
05/06/2003,1.922573915,2.858261949,2.403490199,11.06171667,6.838537651,17.43120427
06/06/2003,1.92819166,2.846753532,2.401520631,11.03995132,6.877062923,17.23174862
07/06/2003,1.960734988,2.877510887,2.399443798,11.01704698,7.104546906,17.76998659
08/06/2003,1.943890151,2.866437024,2.397265127,10.99307059,6.985874282,17.57428975
09/06/2003,1.964937716,2.83989848,2.394990148,10.96809,7.134468211,17.11402803
10/06/2003,1.95903732,2.854234027,2.392624819,10.94217751,7.092495975,17.36113395
11/06/2003,1.942043771,2.844801549,2.390140445,10.91502679,6.972987606,17.19814535
12/06/2003,1.935383981,2.857365923,2.387421742,10.88539238,6.926703267,17.41559245
13/06/2003,1.923734342,2.822900679,2.384818256,10.85708927,6.846477878,16.82558558
14/06/2003,1.969921346,2.799846352,2.382150843,10.82816752,7.170112507,16.44212027
15/06/2003,1.925855482,2.824749426,2.379426861,10.79871193,6.861015632,16.85672061
16/06/2003,1.918025962,2.814699926,2.376653945,10.76880949,6.807506919,16.68816734
17/06/2003,1.915973591,2.836428648,2.373840373,10.73855324,6.79354972,17.05474814
18/06/2003,1.928859605,2.835148613,2.370959998,10.70766669,6.88165796,17.03293143
19/06/2003,1.89682009,2.803250005,2.367900327,10.67495482,6.66466767,16.4981789
20/06/2003,1.898451851,2.817244251,2.365013926,10.64418705,6.675551687,16.73068152
21/06/2003,1.909030235,2.792190892,2.362124874,10.61347982,6.746543067,16.31672886
22/06/2003,1.894695037,2.785249921,2.359243911,10.58294677,6.650519934,16.20386705
23/06/2003,1.883092979,2.799591634,2.356382152,10.55270423,6.573806096,16.43793272
24/06/2003,1.929955991,2.805537972,2.353551383,10.5228742,6.889207051,16.53596941
25/06/2003,1.894134342,2.779908129,2.350728904,10.49321549,6.646792067,16.11754014
26/06/2003,1.897688274,2.817386746,2.347805509,10.46258447,6.670456334,16.73306573
27/06/2003,1.891676723,2.779466194,2.345136783,10.43469992,6.63047684,16.11041881
28/06/2003,1.891978794,2.787732751,2.342549447,10.40773674,6.632480018,16.24414849
29/06/2003,1.893155159,2.7855939,2.34005639,10.38182198,6.640286823,16.20944181
30/06/2003,1.903147116,2.758833322,2.337670273,10.35707927,6.706968871,15.78142037
01/07/2003,1.886494419,2.787294086,2.335403712,10.33363089,6.596204575,16.23702431
02/07/2003,1.905086521,2.805410292,2.33323402,10.31123441,6.71998902,16.53385823
03/07/2003,1.879423127,2.7901178,2.331051102,10.28875038,6.549725412,16.28293781
04/07/2003,1.869410296,2.775339739,2.329208675,10.26981156,6.484471353,16.04407687
05/07/2003,1.889883125,2.798808189,2.327530553,10.25259202,6.618595085,16.42505954
06/07/2003,1.871397039,2.745504424,2.326025644,10.2371744,6.497367134,15.57246708
07/07/2003,1.862983301,2.765835647,2.324701533,10.22362821,6.442929324,15.8923148
08/07/2003,1.862760984,2.76591836,2.323564675,10.21201201,6.441497114,15.89362937
09/07/2003,1.851848825,2.737301238,2.322585171,10.20201419,6.371588594,15.44524575
10/07/2003,1.87144816,2.790738862,2.321644707,10.19242407,6.497699298,16.29305367
11/07/2003,1.87977957,2.780289381,2.321087861,10.18675004,6.552060432,16.12368615
12/07/2003,1.88622912,2.773565939,2.320728489,10.18308987,6.594454837,16.0156431
13/07/2003,1.862073143,2.74720233,2.320564842,10.18142357,6.43706791,15.59893012
14/07/2003,1.87083888,2.759503083,2.320593294,10.18171326,6.493741587,15.79199369
15/07/2003,1.864213463,2.758565288,2.320808693,10.18390663,6.450860053,15.77719098
16/07/2003,1.869299155,2.757785381,2.321169307,10.18757976,6.483750704,15.76489104
17/07/2003,1.862310194,2.76619581,2.321544952,10.19140739,6.438594007,15.89803967
18/07/2003,1.887292589,2.743446882,2.322268482,10.19878384,6.601471568,15.54045901
19/07/2003,1.860848087,2.771663665,2.323142367,10.2077003,6.429186969,15.98520593
20/07/2003,1.860796521,2.746348535,2.324153998,10.21803196,6.428855448,15.58561751
21/07/2003,1.871016103,2.773923001,2.325289603,10.22964219,6.494892525,16.02136271
22/07/2003,1.889752658,2.781787298,2.326534761,10.24238764,6.617731637,16.14785621
23/07/2003,1.883525759,2.785034608,2.327839512,10.25576014,6.576651725,16.20037853
24/07/2003,1.884239433,2.793114193,2.329066624,10.26835282,6.581346986,16.33180108
25/07/2003,1.882570746,2.758130228,2.330543199,10.28352602,6.570373932,15.77032845
26/07/2003,1.853323175,2.758242519,2.33206735,10.29921162,6.380989469,15.77209941
27/07/2003,1.92014762,2.816760945,2.333623574,10.31525197,6.821965453,16.72259745
28/07/2003,1.914052596,2.800599703,2.335196704,10.33149198,6.780511869,16.45451163
29/07/2003,1.918261955,2.848831155,2.336772445,10.34778456,6.809113636,17.2675869
30/07/2003,1.851726002,2.803226279,2.338302462,10.36362897,6.370806065,16.49778746
31/07/2003,1.903982997,2.799077346,2.339652601,10.37763076,6.712577447,16.42948104
01/08/2003,1.898226013,2.766622351,2.34115443,10.39322789,6.674044266,15.90482227
02/08/2003,1.888468629,2.794450248,2.342611809,10.40838581,6.60923973,16.35363583
03/08/2003,1.883961792,2.787491857,2.34401615,10.423013,6.579519986,16.24023584
04/08/2003,1.92461908,2.775495921,2.345360219,10.43703167,6.852537898,16.04658285
05/08/2003,1.88087886,2.798205196,2.346638518,10.45038184,6.55926701,16.41515832
06/08/2003,1.939988486,2.79251949,2.347812194,10.4626544,6.958670845,16.32209138
07/08/2003,1.897225225,2.806537879,2.348757078,10.47254508,6.667368306,16.55251211
08/08/2003,1.892431775,2.796324299,2.349815037,10.48363046,6.635485081,16.38431211
09/08/2003,1.889908991,2.813230494,2.35080035,10.49396521,6.618766289,16.66366323
10/08/2003,1.927341999,2.813199056,2.351714776,10.50356555,6.871222229,16.66313936
11/08/2003,1.939290918,2.799752072,2.352561179,10.51245956,6.953818395,16.44057019
12/08/2003,1.89127356,2.782022989,2.353343727,10.52068928,6.627804218,16.15166256
13/08/2003,1.92081035,2.823082703,2.354032651,10.52793974,6.826488074,16.82864852
14/08/2003,1.91780841,2.814993098,2.354512137,10.53298896,6.806026097,16.69306056
15/08/2003,1.911692083,2.811865832,2.355131553,10.53951527,6.76452526,16.64093847
16/08/2003,1.911635555,2.790974103,2.355711724,10.54563177,6.764142886,16.29688693
17/08/2003,1.939233961,2.784589356,2.356259925,10.55141448,6.953422338,16.19316688
18/08/2003,1.931638358,2.805131219,2.356783448,10.55693983,6.900806976,16.52924471
19/08/2003,1.89145272,2.815458234,2.357289775,10.56228645,6.628991761,16.70082691
20/08/2003,1.917839862,2.83096263,2.357751329,10.56716264,6.806240162,16.96178088
21/08/2003,1.909861145,2.813673,2.358053385,10.57035501,6.752151165,16.67103863
22/08/2003,1.918561708,2.799377716,2.358545342,10.57555644,6.811154989,16.43441672
23/08/2003,1.89237339,2.820057109,2.359047057,10.58086368,6.635097685,16.77780881
24/08/2003,1.908445198,2.798114624,2.359563915,10.5863339,6.742597244,16.41367163
25/08/2003,1.913934638,2.823890177,2.360100499,10.59201588,6.779712098,16.84224271
26/08/2003,1.884653156,2.786815938,2.360660865,10.59795295,6.584070403,16.22926247
27/08/2003,1.886461159,2.797862401,2.361213414,10.60381046,6.595985186,16.40953226
28/08/2003,1.936703587,2.818758109,2.361638927,10.60832348,6.935849822,16.75602859
29/08/2003,1.922776184,2.807295545,2.362281961,10.61514719,6.839921017,16.56505813
30/08/2003,1.915610513,2.80936523,2.362957317,10.62231861,6.791083576,16.59937809
31/08/2003,1.913529068,2.809431195,2.363665224,10.62984089,6.776963007,16.6004731
01/09/2003,1.917213572,2.78461192,2.364405135,10.63770893,6.801978811,16.19353227
02/09/2003,1.906050151,2.782425584,2.365176103,10.64591342,6.726467725,16.15816645
03/09/2003,1.901732542,2.791408288,2.365941756,10.65406762,6.697488078,16.30396432
04/09/2003,1.912927468,2.799750046,2.366578413,10.66085277,6.772887219,16.44053687
05/09/2003,1.893575409,2.796167686,2.36742655,10.66989847,6.643077992,16.38174632
06/09/2003,1.920146638,2.830945927,2.368297322,10.67919357,6.821958754,16.96149758
07/09/2003,1.903635853,2.80498368,2.369187792,10.68870731,6.71024762,16.52680618
08/09/2003,1.905661673,2.809420358,2.370094739,10.69840579,6.723855153,16.6002932
09/09/2003,1.928353938,2.818092248,2.371015052,10.7082562,6.878179009,16.74487511
10/09/2003,1.954340349,2.808009928,2.371910691,10.71785123,7.059260837,16.57689616
11/09/2003,1.910699336,2.821098878,2.372656788,10.72585077,6.757813128,16.79529652
12/09/2003,1.913403466,2.823031449,2.373593079,10.73589799,6.776111865,16.82778601
13/09/2003,1.916121975,2.839437641,2.374530387,10.74596556,6.794557846,17.10614304
14/09/2003,1.903463998,2.836159982,2.375465799,10.75602216,6.709094524,17.05016672
15/09/2003,1.933555353,2.862378006,2.376396422,10.76603662,6.914048476,17.50309997
16/09/2003,1.904935059,2.810368204,2.377319719,10.77598147,6.71897128,16.61603518
17/09/2003,1.937570297,2.824251422,2.378198414,10.78545443,6.941863793,16.84832797
18/09/2003,1.979823677,2.832128486,2.37890853,10.79311607,7.241466034,16.98156741
19/09/2003,1.933349621,2.848750816,2.379790773,10.80264242,6.912626183,17.2661997
20/09/2003,1.936580367,2.864418027,2.38065696,10.81200359,6.93499524,17.5388431
21/09/2003,1.955917698,2.845474488,2.381505161,10.82117823,7.070404547,17.20972253
22/09/2003,1.930104291,2.847393205,2.382333414,10.83014462,6.890228794,17.24277483
23/09/2003,1.942034171,2.840395718,2.383140038,10.838884,6.972920664,17.1225399
24/09/2003,1.939412633,2.868542083,2.38388852,10.84699974,6.954664827,17.61132363
25/09/2003,1.92248177,2.856799274,2.384455548,10.85315203,6.837907544,17.40572673
26/09/2003,1.959089292,2.85205484,2.385182394,10.86104347,7.092864593,17.32334199
27/09/2003,1.89551675,2.822973918,2.385881358,10.8686376,6.655987001,16.82681791
28/09/2003,1.947821053,2.832763806,2.386550921,10.87591728,7.013389116,16.99235957
29/09/2003,1.933907165,2.869860769,2.387189494,10.88286457,6.91648135,17.63456275
30/09/2003,1.941825801,2.880943952,2.387795758,10.88946446,6.971467872,17.83109694
01/10/2003,1.971895307,2.871148747,2.388333585,10.89532267,7.18428001,17.65729031
02/10/2003,1.943847666,2.845294618,2.38868011,10.89909883,6.985577497,17.2066273
03/10/2003,1.916147616,2.842344792,2.389177151,10.90451748,6.794732065,17.15594553
04/10/2003,1.926152749,2.821216594,2.389637692,10.90954061,6.863055485,16.79727371
05/10/2003,1.933194632,2.825773823,2.390061062,10.91416036,6.911554886,16.87399743
06/10/2003,1.969028966,2.828671052,2.39044672,10.91837031,7.163716894,16.92295615
07/10/2003,1.928614693,2.839252233,2.390794611,10.92216937,6.879972763,17.10297171
08/10/2003,1.962712617,2.832339637,2.391070106,10.92517879,7.118610966,16.98515347
09/10/2003,1.971094635,2.861303552,2.391152078,10.92607439,7.178530058,17.48430378
10/10/2003,1.943053219,2.820381895,2.391384321,10.92861219,6.980030031,16.78325889
11/10/2003,1.930772784,2.8131555,2.391582013,10.9307729,6.894836402,16.6624136
12/10/2003,1.949017653,2.84508652,2.391746886,10.93257523,7.021786361,17.20304701
13/10/2003,1.936772047,2.818450332,2.391880964,10.93404115,6.936324663,16.75087225
14/10/2003,1.922785295,2.815586711,2.391986893,10.93519945,6.839983337,16.70297273
15/10/2003,1.962410358,2.855285265,2.392032824,10.93570172,7.116459624,17.37939423
16/10/2003,1.979797579,2.800360404,2.391900438,10.93425408,7.241277047,16.45057455
17/10/2003,1.989652651,2.888080869,2.391936303,10.93464624,7.31299316,17.9588112
18/10/2003,1.937756751,2.833748193,2.391958277,10.93488653,6.943158258,17.00909486
19/10/2003,1.944038002,2.850118906,2.391970612,10.93502141,6.98690723,17.28983758
20/10/2003,1.939404937,2.826760502,2.391977629,10.93509814,6.954611308,16.89065485
21/10/2003,1.931698998,2.812804611,2.391983983,10.93516762,6.901225457,16.65656797
22/10/2003,1.955910864,2.842766811,2.391959488,10.93489977,7.070356223,17.1631872
23/10/2003,1.948910702,2.830983089,2.391787096,10.93301484,7.021035414,16.96212791
24/10/2003,1.949559244,2.829806435,2.391814202,10.93331119,7.025590329,16.94218109
25/10/2003,1.965459837,2.865742793,2.391859017,10.93380119,7.138194238,17.56209336
26/10/2003,1.978823349,2.842446813,2.391925645,10.9345297,7.234225815,17.1576959
27/10/2003,1.939397035,2.811649565,2.392017744,10.93553681,6.954556352,16.63733997
28/10/2003,1.948008053,2.815267755,2.392138791,10.93686061,7.01470074,16.69764605
29/10/2003,1.980680389,2.839645546,2.39225692,10.93815265,7.247672545,17.10969986
30/10/2003,1.936080186,2.86745733,2.392252918,10.93810886,6.931527353,17.59223005
31/10/2003,1.927176318,2.822119755,2.392471569,10.94050076,6.870083897,16.8124512
01/11/2003,1.966863396,2.862989297,2.392728075,10.94330742,7.148220153,17.51380272
02/11/2003,1.955029488,2.820126638,2.393023183,10.94653736,7.064127328,16.77897539
03/11/2003,1.927470908,2.826459483,2.393356918,10.95019121,6.872108049,16.88557122
04/11/2003,1.941623025,2.884356279,2.393728914,10.95426539,6.970054368,17.89204641
05/11/2003,1.93426306,2.841483078,2.39410333,10.95836761,6.91894333,17.14116839
06/11/2003,1.934751743,2.831081015,2.39435693,10.961147,6.922325324,16.96378903
07/11/2003,1.9300763,2.848783797,2.394830505,10.96633916,6.890035933,17.26676917
08/11/2003,1.924445363,2.834563575,2.395335376,10.97187714,6.851347602,17.02296942
09/11/2003,1.94535016,2.829014552,2.395868596,10.97772913,6.996081171,16.92877018
10/11/2003,1.958702812,2.862260941,2.39642676,10.98385821,7.090123875,17.50105109
11/11/2003,1.943453015,2.832323885,2.397006397,10.99022671,6.982821175,16.98488592
12/11/2003,1.966101664,2.847092892,2.397568947,10.996411,7.142777198,17.23759736
13/11/2003,1.93304851,2.864230277,2.39798888,11.00102973,6.910545027,17.53555049
14/11/2003,1.966622808,2.819087586,2.398605167,11.00781161,7.146500586,16.76155022
15/11/2003,1.979749086,2.859465713,2.39922779,11.01466746,7.240925904,17.45219996
16/11/2003,1.981721151,2.889334362,2.399852969,11.02155575,7.255219574,17.98133655
17/11/2003,1.986246846,2.854099772,2.400476961,11.02843526,7.288128899,17.35880329
18/11/2003,1.93710524,2.830591476,2.401096441,11.03526927,6.938636186,16.95548662
19/11/2003,1.9316787,2.839282057,2.401673454,11.04163861,6.901085376,17.10348181
20/11/2003,1.952323361,2.845564626,2.402083496,11.04616707,7.045036741,17.21127386
