,ds,yhat_lower,yhat_upper,yhat
1790,2/23/21,86933681.61,87992109.7,87476443.08
1791,2/24/21,87003505.3,88106503,87547068.89
1792,2/25/21,87072462.54,88126264.27,87618398.47
1793,2/26/21,87101185.57,88239337.89,87698208.3
1794,2/27/21,87227654.12,88311008.96,87768818.37
1795,2/28/21,87311267.47,88376702.27,87839187.07
1796,3/1/21,87350947.43,88444517.22,87909884.43
1797,3/2/21,87469412.18,88559605.68,87980623.77
1798,3/3/21,87552834.87,88583616.52,88051461.88
1799,3/4/21,87616296.25,88680595.32,88123432.61
1800,3/5/21,87612705.64,88668538.35,88204225.26
1801,3/6/21,87714415.02,88818381.59,88276066.14
1802,3/7/21,87777759.55,88883842.54,88347816.17
1803,3/8/21,87902008.71,88954320.98,88419947.12
1804,3/9/21,87938808.42,89006644.16,88492075.95
1805,3/10/21,88062933.78,89094921.39,88564167.76
1806,3/11/21,88125451.96,89184526.43,88637171.82
1807,3/12/21,88192515.32,89259892.55,88718702.2
1808,3/13/21,88251890.2,89327113.03,88790921.14
1809,3/14/21,88345877.07,89378292.76,88862638.18
1810,3/15/21,88442173.47,89465151,88934287.47
1811,3/16/21,88459527.41,89586524.1,89005462.72
1812,3/17/21,88504692.75,89625482.11,89076120.29
1813,3/18/21,88598944.47,89696768.07,89147215.03
1814,3/19/21,88744714.76,89743030.11,89226380.16
1815,3/20/21,88751549.49,89822414.28,89295809.54
1816,3/21/21,88840335.75,89900609.23,89364355.42
1817,3/22/21,88858958.23,89926539.81,89432503.92
1818,3/23/21,88979614.19,90039876.21,89499908.07
1819,3/24/21,89030211.59,90085582.58,89566588.72
1820,3/25/21,89107181.69,90150117.42,89633568.08
1821,3/26/21,89183139.36,90288560.72,89708547.37
1822,3/27/21,89235220.24,90296024.03,89773786.81
1823,3/28/21,89320718.62,90378803.44,89838201.23
1824,3/29/21,89377972.09,90431198.6,89902333.58
1825,3/30/21,89452109.91,90458635.4,89965886.26
1826,3/31/21,89479086.73,90531387.51,90028920.56
1827,4/1/21,89544439.7,90646980.04,90092489.1
1828,4/2/21,89622853.87,90703986.35,90164312.67
1829,4/3/21,89645272.26,90761245.78,90226659.85
1830,4/4/21,89723248.33,90820931.79,90288442.53
1831,4/5/21,89799259.18,90886913.84,90350189.83
1832,4/6/21,89868472.2,90969862.95,90411580.07
1833,4/7/21,89936207.91,91056348.85,90472641.22
1834,4/8/21,89968592.3,91079434.88,90534384.63
1835,4/9/21,90059104.16,91151046.41,90604483.43
1836,4/10/21,90142799.91,91199662.88,90665153.8
1837,4/11/21,90225094.75,91285302.83,90725252.44
1838,4/12/21,90228336.05,91281919.76,90785252.26
1839,4/13/21,90295557.08,91365347.28,90844776.35
1840,4/14/21,90374309.11,91425790.89,90903800.25
1841,4/15/21,90381858.24,91480777.4,90963287.42
1842,4/16/21,90490444.47,91560715.64,91030869.19
1843,4/17/21,90567068.94,91609212.81,91088727.4
1844,4/18/21,90607822.02,91718986.79,91145692.91
1845,4/19/21,90688019.57,91744484.84,91202222.14
1846,4/20/21,90732526.65,91801192.32,91257931.48
1847,4/21/21,90781730.29,91816957.24,91312799.78
1848,4/22/21,90887217.14,91921412.74,91367803.62
1849,4/23/21,90891433.07,91953240.27,91430596.8
1850,4/24/21,90950281.03,92022599.64,91483392.26
1851,4/25/21,91001334.42,92106643.44,91535059.52
1852,4/26/21,91002553.54,92111230.89,91586100.02
1853,4/27/21,91062847.29,92191306.33,91636180.08
1854,4/28/21,91144420.88,92221349.6,91685331.83
1855,4/29/21,91231376.54,92253798.4,91734586.87
1856,4/30/21,91250850.32,92322953.29,91791654.07
1857,5/1/21,91302437.15,92374111.11,91838799.87
1858,5/2/21,91375864.98,92434459.87,91884944.17
1859,5/3/21,91389468.27,92501808.89,91930634.29
1860,5/4/21,91414364.16,92472642.55,91975576.61
1861,5/5/21,91574471.98,92615430.95,92094451.21
1862,5/6/21,91695967.43,92733949.48,92213700.77
1863,5/7/21,91800203.66,92885366.48,92341051.82
1864,5/8/21,91986941.05,92999905.04,92458780.13
1865,5/9/21,92021853.26,93106205.34,92575806.7
1866,5/10/21,92163714.53,93236009.69,92692671.99
1867,5/11/21,92276555.29,93351725.45,92809068.23
1868,5/12/21,92370648.18,93445177.91,92925040.15
1869,5/13/21,92506138.24,93577420.38,93041618.92
1870,5/14/21,92637217.33,93686843.53,93166500.62
1871,5/15/21,92726243.54,93781841.61,93281927.62
1872,5/16/21,92861650.62,93943666.07,93396785.96
1873,5/17/21,92941965.27,94008585.23,93511580.96
1874,5/18/21,93087434.64,94179215.08,93625970.97
1875,5/19/21,93235032.83,94268469.57,93739969.42
1876,5/20/21,93340099.89,94398006.44,93854579.89
1877,5/21/21,93435255.25,94536823.51,93977475.64
1878,5/22/21,93554396.59,94578962.17,94090881.85
1879,5/23/21,93684892.23,94765271.43,94203673.55
1880,5/24/21,93796844.35,94919292.09,94316351.63
1881,5/25/21,93942689.05,94976872.58,94428576.64
1882,5/26/21,93965356.73,95068499.61,94540370.66
1883,5/27/21,94103373.13,95208977.57,94652751.98
1884,5/28/21,94242149.1,95306343.12,94773413.94
1885,5/29/21,94322427.92,95393137.33,94884606.29
1886,5/30/21,94437907.95,95541567.15,94995231.98
1887,5/31/21,94572999.32,95648537.8,95105822.07
1888,6/1/21,94682249.9,95788240.03,95216068.08
1889,6/2/21,94813601.13,95904504.24,95326022.59
1890,6/3/21,94876205.12,95961882.21,95436732.45
1891,6/4/21,95047531.27,96075921.42,95555916.37
1892,6/5/21,95132518,96192514.61,95665844.96
1893,6/6/21,95247146.95,96333027.12,95775436.5
1894,6/7/21,95334311.98,96423342.31,95885230.9
1895,6/8/21,95482321,96538603.28,95994921.41
1896,6/9/21,95509698.86,96634048.1,96104554.76
1897,6/10/21,95707994.05,96776163.1,96215164.24
1898,6/11/21,95827639.1,96843137.82,96334447.4
1899,6/12/21,95909073.57,96949033.91,96444646.54
1900,6/13/21,96026839.67,97069795.46,96554645.2
1901,6/14/21,96103851.09,97238310.63,96664943.01
1902,6/15/21,96253889,97361265.2,96775188.7
1903,6/16/21,96342102.57,97435395.18,96885381.58
1904,6/17/21,96413952.99,97501699.24,96996506.21
1905,6/18/21,96557372.55,97695334.48,97116211.77
1906,6/19/21,96698745.36,97742774.85,97226694.25
1907,6/20/21,96833628.48,97845175.07,97336794.71
1908,6/21/21,96877062.11,97940260.28,97446975.75
1909,6/22/21,96971603.19,98114375.84,97556856.09
1910,6/23/21,97128046.48,98176259.75,97666413.39
1911,6/24/21,97241705.23,98371557.83,97776620.12
1912,6/25/21,97355283.35,98447582.98,97895123.74
1913,6/26/21,97448431.93,98566745.29,98004129.54
1914,6/27/21,97539243.74,98616983.47,98112499.06
1915,6/28/21,97690623.3,98746140.33,98220726.53
1916,6/29/21,97841134.68,98881909.94,98328472.91
1917,6/30/21,97931983.01,98964546.15,98435767.93
1918,7/1/21,98016225.21,99053946.22,98543644.79
1919,7/2/21,98165198.19,99175646.45,98659818.9
1920,7/3/21,98248343.76,99332451.97,98766568.9
1921,7/4/21,98337812.23,99447428.33,98872833.2
1922,7/5/21,98418492.95,99513897.9,98979184.2
1923,7/6/21,98526998.19,99615367.17,99085360.13
1924,7/7/21,98667555.31,99741957.43,99191464.77
1925,7/8/21,98779764.29,99847215.34,99298599.85
1926,7/9/21,98868411.34,99957112.44,99414541.63
1927,7/10/21,98969670.43,100062023.6,99521619.91
1928,7/11/21,99077643.16,100201186,99628812.71
1929,7/12/21,99201567.69,100229886.6,99736719.09
1930,7/13/21,99272197.05,100298911,99845089.68
1931,7/14/21,99448329.05,100477552.4,99954025.72
1932,7/15/21,99543171.52,100613819.6,100064611
1933,7/16/21,99661556.36,100720436.2,100184588.6
1934,7/17/21,99766518.36,100847820.4,100296240.1
1935,7/18/21,99896357.67,100898975.8,100408481.7
1936,7/19/21,99978919.31,101106013,100521837.8
1937,7/20/21,100106692,101181172.4,100635973.6
1938,7/21/21,100113359.9,101211855.2,100687521.9
1939,7/22/21,100198517.3,101272381.4,100740840.2
1940,7/23/21,100256733.4,101299800,100803566.9
1941,7/24/21,100326353.6,101415568.4,100857878.1
1942,7/25/21,100375927.6,101501661.7,100912585.9
1943,7/26/21,100434167.9,101512647.9,100968115.2
1944,7/27/21,100496043.9,101581462.9,101024039
1945,7/28/21,100568077.5,101626691.6,101080281.5
1946,7/29/21,100583754.9,101679704.2,101137755.4
1947,7/30/21,100655384.4,101713768.2,101204042.6
1948,7/31/21,100703671.2,101792483.9,101261278.1
1949,8/1/21,100820103.3,101832210.5,101318249.8
1950,8/2/21,100862784.9,101913135.4,101375376.3
1951,8/3/21,100897532.6,102001404.9,101432241.4
1952,8/4/21,100959398.3,102014136.4,101488798.5
1953,8/5/21,101033389.5,102122643.9,101546005.6
1954,8/6/21,101059001.2,102168622.3,101611505.7
1955,8/7/21,101162058.5,102195939,101667508.8
1956,8/8/21,101181116.7,102265329,101722889.6
1957,8/9/21,101294801.2,102325787.7,101778162.3
1958,8/10/21,101261935.3,102399557.5,101833013.5
1959,8/11/21,101346309.2,102429920.1,101887502.7
1960,8/12/21,101399837.1,102459530.3,101942694.6
1961,8/13/21,101457167.6,102572686,102006336.4
1962,8/14/21,101550618,102585938.3,102060736.9
1963,8/15/21,101576447.2,102695370.3,102114861.1
1964,8/16/21,101642773.6,102710134.4,102169302.6
1965,8/17/21,101715513.7,102716266.1,102223814
1966,8/18/21,101772149.4,102851995.9,102278505.6
1967,8/19/21,101787401.9,102894867,102334476.3
1968,8/20/21,101857059.8,102925105.4,102399489.7
1969,8/21/21,101936598,103004999.1,102455852.8
1970,8/22/21,101951215.6,103099792,102512510.9
1971,8/23/21,102021741.6,103098576.4,102570020.6
1972,8/24/21,102106267.2,103166977,102628081.2
1973,8/25/21,102142090.8,103290248.1,102686735
1974,8/26/21,102169938.8,103263855,102747000.6
1975,8/27/21,102268842,103376393.7,102816551.7
1976,8/28/21,102353574.8,103441668.6,102877598.1
1977,8/29/21,102406057.2,103465829.4,102938984
1978,8/30/21,102441156,103524264.9,103001164.2
1979,8/31/21,102523785.1,103628403.6,103063738.8
1980,9/1/21,102603674.4,103668960.3,103126656.6
1981,9/2/21,102673920.6,103670434.3,103190851.7
1982,9/3/21,102686226.4,103746771.2,103263924.8
1983,9/4/21,102755979.7,103805471.2,103328027
1984,9/5/21,102832331,103929540.5,103391959.9
1985,9/6/21,102935178.2,103998543.1,103456153.4
1986,9/7/21,102989148.6,104051826.7,103520201.8
1987,9/8/21,103041143.4,104112385.1,103584067.1
1988,9/9/21,103087892.1,104154821.5,103648715.9
1989,9/10/21,103175424,104254549.2,103721799.5
1990,9/11/21,103261880.7,104325038.3,103785536.7
1991,9/12/21,103341844.6,104357832.2,103848811.9
1992,9/13/21,103368351.7,104411975,103912150.5
1993,9/14/21,103431880.6,104522592.3,103975251.7
1994,9/15/21,103497466.9,104584603.6,104038189
1995,9/16/21,103540321.9,104588990.7,104102043.4
1996,9/17/21,103671088.3,104732000.2,104174580
1997,9/18/21,103725580.3,104763773.6,104238126.7
1998,9/19/21,103787710.7,104841235.1,104301668.7
1999,9/20/21,103842263.2,104924958.1,104365820.3
2000,9/21/21,103879448.1,104960027.7,104430354.8
2001,9/22/21,103929841.9,105030272.9,104495401.8
2002,9/23/21,104015353,105128548.8,104562078
2003,9/24/21,104124198.6,105163090.3,104638161.8
2004,9/25/21,104163119.8,105244085.7,104705971.3
2005,9/26/21,104249731,105317600.7,104774457.9
2006,9/27/21,104314125.4,105385787.5,104844178.4
2007,9/28/21,104393169.1,105458682.7,104914825.9
2008,9/29/21,104409042.1,105511589.1,104986428.4
2009,9/30/21,104548178.9,105614990.1,105059982.5
2010,10/1/21,104599441,105666676,105143130.4
2011,10/2/21,104679765.1,105747882.3,105218042.1
2012,10/3/21,104775270.2,105829895.4,105293512.2
2013,10/4/21,104835634.9,105918451.3,105369937.2
2014,10/5/21,104948990.2,105991798.6,105446850.4
2015,10/6/21,104987136.6,106054234.1,105524126
2016,10/7/21,105066452,106155046.8,105602616.6
2017,10/8/21,105173476.5,106250435.1,105689836
2018,10/9/21,105252230.9,106321263.7,105767844.9
2019,10/10/21,105294091.7,106397790.6,105845352
2020,10/11/21,105430136.2,106472601.4,105922694.8
2021,10/12/21,105443342.2,106538536.5,105999377.2
2022,10/13/21,105568344.5,106678826.3,106075275.7
2023,10/14/21,105640461.9,106666159.5,106151278.3
2024,10/15/21,105726861.1,106769297.5,106234967.6
2025,10/16/21,105757254,106820185.5,106308505.5
2026,10/17/21,105840843.1,106916083,106380734.4
2027,10/18/21,105908892.8,106988173.2,106452153.8
2028,10/19/21,105984497.2,107073526.6,106522456.4
2029,10/20/21,106067403.9,107159326.3,106591729.3
2030,10/21/21,106113489.2,107167916.2,106661088.9
2031,10/22/21,106217000.2,107301331.8,106738358.5
2032,10/23/21,106296691.9,107373735.9,106805947.8
2033,10/24/21,106349988.8,107436465,106872947
2034,10/25/21,106433486.9,107473235.7,106940098.7
2035,10/26/21,106472585.9,107547780.3,107007326.5
2036,10/27/21,106558938.3,107625233.9,107074931.1
2037,10/28/21,106652816.8,107676382.1,107144218.7
2038,10/29/21,106634071.7,107767176.6,107223173.8
2039,10/30/21,106755818.2,107816592.8,107294333.6
2040,10/31/21,106791076.9,107901703.1,107366878.5
2041,11/1/21,106931023.2,108019429.4,107441600.5
2042,11/2/21,106999752,108075250.2,107518429.7
2043,11/3/21,107039791.3,108129357.7,107597629.2
2044,11/4/21,107140351.2,108232515.1,107680423.4
2045,11/5/21,107242688.3,108331040.2,107774671.5
2046,11/6/21,107366562.5,108378813.5,107862744.1
2047,11/7/21,107416392.1,108547042,107953616.5
2048,11/8/21,107493625.5,108655970.1,108047841
2049,11/9/21,107603492.1,108665533.2,108145078.6
2050,11/10/21,107707329.9,108769821.4,108245299
2051,11/11/21,107801232.9,108905200.5,108349415.2
2052,11/12/21,107956678.7,109027613.4,108464964.2
2053,11/13/21,108040701.3,109109023.1,108573989.8
2054,11/14/21,108140138.6,109232420.4,108685143.6
2055,11/15/21,108240038.3,109351739.4,108798664.8
2056,11/16/21,108372678.7,109452337.4,108913917.6
2057,11/17/21,108527511.5,109600834.3,109030599.1
2058,11/18/21,108600990.9,109694801.7,109149379.5
2059,11/19/21,108750405.7,109795190.9,109277587.5
2060,11/20/21,108855207.4,109903094.3,109397099.1
2061,11/21/21,109016265.2,110053627.5,109516440.8
2062,11/22/21,109085010.5,110134595.6,109635772.6
2063,11/23/21,109227868.5,110282769.9,109754427.3
2064,11/24/21,109361088.8,110377762.8,109872118.1
2065,11/25/21,109509318.9,110524075.7,109989578.9
2066,11/26/21,109525058.3,110636310.1,110114247.1
2067,11/27/21,109673509.4,110772961.2,110228150.1
2068,11/28/21,109781340.7,110876628.6,110340004.6
2069,11/29/21,109903396.8,110974585.5,110450194.7
2070,11/30/21,110046548.8,111092439.6,110558305.8
2071,12/1/21,110148049,111234044.9,110664326.4
2072,12/2/21,110274603,111349820.9,110769281.1
2073,12/3/21,110373963.2,111406023,110880907.8
2074,12/4/21,110419048.1,111483841.5,110981535.6
2075,12/5/21,110536522.7,111667275.1,111080178.6
2076,12/6/21,110655094.5,111734446.6,111177506.5
2077,12/7/21,110773707.8,111836794.1,111273372.5
2078,12/8/21,110817457,111874422.1,111368008.8
2079,12/9/21,110937149.7,112016907.8,111462655.2
2080,12/10/21,111019286.3,112109676.2,111565231.2
2081,12/11/21,111124288.3,112162076.5,111658210.9
2082,12/12/21,111240915.5,112300222,111750714.5
2083,12/13/21,111307558.1,112396308.3,111843476.6
2084,12/14/21,111403418.3,112486110.5,111936374.5
2085,12/15/21,111514547.1,112559829.7,112029624
2086,12/16/21,111590025.1,112651183.3,112124409.5
2087,12/17/21,111713953.8,112825114.5,112228558.5
2088,12/18/21,111806456.2,112886443.2,112324420.6
2089,12/19/21,111886095,112957885,112420962.1
2090,12/20/21,111961903.7,113040370.9,112518739.9
2091,12/21/21,112088739,113143941.9,112617434.8
2092,12/22/21,112187776.8,113233588.3,112717053.1
2093,12/23/21,112290746.8,113324774,112818562.3
2094,12/24/21,112424148.8,113441227.2,112929571.7
2095,12/25/21,112525884.9,113551547.5,113032217.2
2096,12/26/21,112568594.8,113668128.7,113135261.2
2097,12/27/21,112724605.8,113761438.6,113239072.1
2098,12/28/21,112810249,113885290.3,113343161.7
2099,12/29/21,112903692.9,113957939.1,113447390.9
2100,12/30/21,113031360.8,114090576,113552608.7
2101,12/31/21,113144392.7,114182501.6,113666335.5
2102,1/1/22,113206915.1,114305027.3,113770648.6
2103,1/2/22,113333433.7,114412235.2,113874283.7
2104,1/3/22,113431257.6,114530335.7,113977613.7
2105,1/4/22,113527600.4,114560681.8,114080185.1
2106,1/5/22,113626118.3,114731904.6,114181922
2107,1/6/22,113724376.7,114830208.8,114283762.1
2108,1/7/22,113852572,114906629.8,114393337.2
2109,1/8/22,113940817.4,114997808.4,114492854.7
2110,1/9/22,114025840.9,115105601,114591194.6
2111,1/10/22,114162228.3,115199079.3,114688884.1
2112,1/11/22,114246531.4,115324244.5,114785629.2
2113,1/12/22,114357332.2,115380307.6,114881513.5
2114,1/13/22,114452038.9,115486547,114977630.2
2115,1/14/22,114555790.2,115593602.2,115081757.7
2116,1/15/22,114620728.7,115669573.3,115176237
2117,1/16/22,114713841.8,115790593.8,115270065.2
2118,1/17/22,114816059.1,115925923,115363867.1
2119,1/18/22,114923164.5,115998950.3,115457423.8
2120,1/19/22,115028209.9,116078673.1,115550870.6
2121,1/20/22,115103219.6,116162447.2,115645327
2122,1/21/22,115216135.6,116327903,115748572.4
2123,1/22/22,115304994.5,116372036.5,115842924.3
2124,1/23/22,115414325.6,116429552,115937332.3
2125,1/24/22,115480600.4,116558567.9,116032351.7
2126,1/25/22,115633452.6,116704105.1,116127674.7
2127,1/26/22,115728681.6,116740309.2,116223330.8
2128,1/27/22,115772282.5,116870578.6,116320320.8
2129,1/28/22,115879482.5,116953902.8,116426295.8
2130,1/29/22,115957916.6,117099936.4,116523438.9
2131,1/30/22,116079871.5,117151120.5,116620564
2132,1/31/22,116179179.7,117227807.7,116718093.1
2133,2/1/22,116295197.1,117361006.2,116815591.1
2134,2/2/22,116394916.4,117455055.7,116912970.1
2135,2/3/22,116441044.7,117562214.1,117011126.8
2136,2/4/22,116615616.9,117691340.7,117117623.8
2137,2/5/22,116692919.1,117737479,117214574.5
2138,2/6/22,116775949.1,117836452.7,117310743
2139,2/7/22,116953615.4,117964239.8,117406522.9
2140,2/8/22,116933850.6,118017561.2,117501472.6
2141,2/9/22,117064883.7,118138486.4,117595519.7
2142,2/10/22,117146736,118229209.8,117689597.4
2143,2/11/22,117234579.4,118335441.6,117791324.7
2144,2/12/22,117372710.3,118424776.8,117882889.6
2145,2/13/22,117456651.8,118535115.9,117973146.4
2146,2/14/22,117515952.1,118587986.1,118062591.9
2147,2/15/22,117616689.2,118645861.8,118150897.6
2148,2/16/22,117729959.7,118744804.2,118238111.1
2149,2/17/22,117791358.5,118883517.1,118325288.5
2150,2/18/22,117868752.5,118972154.4,118420171.7
2151,2/19/22,117993732.4,119043387.5,118505067.9
2152,2/20/22,118032064.1,119151505.3,118588943.9
2153,2/21/22,118175459.6,119158146.4,118672398.9
2154,2/22/22,118210011.1,119287770.3,118755194.7
2155,2/23/22,118328987.6,119394707.4,118837454.1
2156,2/24/22,118380149.5,119458068.7,118920292.1
2157,2/25/22,118479036.2,119566668.8,119011491.9
2158,2/26/22,118555383.2,119621482.7,119093383.1
2159,2/27/22,118593750.7,119763383.4,119174936.4
2160,2/28/22,118709048.8,119814839.3,119256736.5
2161,3/1/22,118830272.6,119922944.2,119338513
2162,3/2/22,118891380.3,119976270.7,119420340.4
2163,3/3/22,118942855.5,120058110.2,119503270.9
2164,3/4/22,119049923.6,120140154.6,119595012.5
2165,3/5/22,119108471.4,120214944.7,119677809.7
2166,3/6/22,119263848.6,120317463.1,119760540.8
2167,3/7/22,119265249.7,120352589.3,119843693.9
2168,3/8/22,119387748,120444976.9,119926900.1
2169,3/9/22,119452105.3,120516903.9,120010136.8
2170,3/10/22,119557570.9,120585721.5,120094363.2
2171,3/11/22,119624389.9,120738644.4,120187200.7
2172,3/12/22,119739324.6,120805367.7,120270815.9
2173,3/13/22,119823089.5,120873248.1,120354020.4
2174,3/14/22,119886507.7,120989178.4,120437247.3
2175,3/15/22,120006402.7,121080395,120520086.7
2176,3/16/22,120053541.4,121168079.4,120602489.3
2177,3/17/22,120163831.7,121231311.4,120685401.6
2178,3/18/22,120255266.4,121329768.7,120776447.3
2179,3/19/22,120326909.1,121372805.2,120857808.8
2180,3/20/22,120316017.1,121461305.3,120938326.2
2181,3/21/22,120487497.5,121552260.7,121018472.7
2182,3/22/22,120568868.1,121637961.5,121097888.5
2183,3/23/22,120642756.4,121725919.8,121176581.6
2184,3/24/22,120736453.8,121800757.1,121255562.3
2185,3/25/22,120789958.6,121860036.7,121342520.7
2186,3/26/22,120869378.5,121970605.5,121419707.7
2187,3/27/22,120932925.8,122003236.5,121496030.1
2188,3/28/22,121022441.3,122138527.5,121572025
2189,3/29/22,121109812.2,122191146.9,121647390.9
2190,3/30/22,121178840.5,122258632.7,121722187.2
2191,3/31/22,121271171.4,122306916.6,121797467
2192,4/1/22,121339803.3,122413834.2,121880953.5
2193,4/2/22,121423150.5,122482761.4,121954919.7
2194,4/3/22,121504964.4,122552095.2,122028283.9
2195,4/4/22,121588193.2,122612363,122101582.8
2196,4/5/22,121622776.9,122723666.9,122174503.8
2197,4/6/22,121698906,122767770.3,122247084.7
2198,4/7/22,121778782,122848751.2,122320347.6
2199,4/8/22,121864995.1,122975931.6,122401976.2
2200,4/9/22,121941305.1,123008722,122474197.4
2201,4/10/22,122007037.6,123076734,122545877.8
2202,4/11/22,122106519.6,123143564.5,122617499.8
2203,4/12/22,122153757,123239361.7,122688694.4
2204,4/13/22,122203914,123279514,122759444
2205,4/14/22,122244222.9,123310349.1,122830717.1
2206,4/15/22,122402563.9,123442911.5,122910148.4
2207,4/16/22,122466245.5,123524473.3,122979921.2
2208,4/17/22,122491688,123591551.7,123048866.1
2209,4/18/22,122574950.3,123637575.3,123117437
2210,4/19/22,122643185.2,123748959.3,123185246.4
2211,4/20/22,122729705.9,123810556.2,123252267.4
2212,4/21/22,122803779.6,123881019,123319469.2
2213,4/22/22,122856455.5,123915636.6,123394497.4
2214,4/23/22,122916663.4,123966388.4,123459555.4
2215,4/24/22,123010463.9,124058591,123523502.7
2216,4/25/22,123049774.5,124137672.8,123586830.3
2217,4/26/22,123128346.3,124178883.5,123649194
2218,4/27/22,123144880,124276307.8,123710615.9
2219,4/28/22,123248827.4,124263021.3,123772117.9
2220,4/29/22,123276552.2,124361057.8,123841400.2
2221,4/30/22,123374475.7,124449478.6,123900721.4
2222,5/1/22,123409452.8,124482119,123958995
2223,5/2/22,123496857,124572690.7,124016763.5
2224,5/3/22,123521091.2,124582880.6,124073729.7
2225,5/4/22,123600819.9,124678182.8,124129957.4
2226,5/5/22,123638913.7,124695974.8,124186503.4
2227,5/6/22,123709063.7,124780325.1,124251095.6
2228,5/7/22,123778219.7,124850119.1,124306012.5
2229,5/8/22,123762393.1,124897759.7,124360179
2230,5/9/22,123860210.2,124943684.5,124414140.5
2231,5/10/22,123921126.8,124991838.2,124467595.1
2232,5/11/22,124013612.8,125077086.9,124520594
2233,5/12/22,124058133.2,125064371,124574175.1
2234,5/13/22,124168007.5,125193814.6,124636041.3
2235,5/14/22,124159943.9,125245895.4,124688441.5
2236,5/15/22,124178736.1,125271393.6,124740267.9
2237,5/16/22,124278798.2,125297834.3,124792031.2
2238,5/17/22,124305374.7,125356251.2,124843394.3
2239,5/18/22,124342188.9,125392395.5,124894374.1
2240,5/19/22,124418672.8,125453744.9,124945976.3
2241,5/20/22,124500208,125520274.6,125005875.2
2242,5/21/22,124503268.9,125572753.7,125056295.7
2243,5/22/22,124536459.2,125622299.6,125106111.3
2244,5/23/22,124643143.2,125697276.9,125155820.1
2245,5/24/22,124653835.4,125783439.6,125205078.9
2246,5/25/22,124764510.5,125861276.6,125253905.1
2247,5/26/22,124745846.3,125836448,125303311.6
2248,5/27/22,124818499.3,125912240.7,125360985.8
2249,5/28/22,124872910.2,125897638.4,125409171.6
2250,5/29/22,124955392.5,125999883.5,125456765.8
2251,5/30/22,124933695.1,126022912.2,125504293.9
2252,5/31/22,125011417.3,126071072.9,125551442.3
2253,6/1/22,125094122.2,126124613.7,125598259.4
2254,6/2/22,125122002.3,126162715.9,125645788.7
2255,6/3/22,125186816.3,126215442.9,125701746.9
2256,6/4/22,125211188.1,126261581.6,125748404.2
2257,6/5/22,125262484.9,126328836.8,125794679.4
2258,6/6/22,125314262.1,126348357.3,125841114.8
2259,6/7/22,125324992.1,126372748.8,125887407.5
2260,6/8/22,125382250.3,126455169.7,125933609.2
2261,6/9/22,125442697.7,126492003.5,125980759.8
2262,6/10/22,125462256.9,126542552.7,126036564.1
2263,6/11/22,125594718.6,126646233.2,126083273.1
2264,6/12/22,125584964.2,126665508.5,126129779.1
2265,6/13/22,125626263.8,126717149.1,126176591
2266,6/14/22,125689172,126820011.4,126223367.1
2267,6/15/22,125751574.3,126797286.8,126270115.4
2268,6/16/22,125738302.5,126807080.3,126317828.9
2269,6/17/22,125847371.4,126893936,126374164.1
2270,6/18/22,125930610.8,126980621.7,126421323.1
2271,6/19/22,125943941.7,126972533.4,126468151.3
2272,6/20/22,125990734.7,127022049.3,126515114.2
2273,6/21/22,126052006.3,127072347.9,126561831.2
2274,6/22/22,126094245.7,127139002.2,126608278.7
2275,6/23/22,126120313.4,127171497.8,126655425.8
2276,6/24/22,126151409.2,127241977.2,126710914.2
2277,6/25/22,126176342.3,127277170,126756941.8
2278,6/26/22,126292429.3,127348421.6,126802360.6
2279,6/27/22,126287183.5,127403971.9,126847653.6
2280,6/28/22,126367194.4,127424377.7,126892469.1
2281,6/29/22,126391022.4,127467910.2,126936823.3
2282,6/30/22,126395780.5,127501013.1,126981734.7
2283,7/1/22,126491411.5,127567610.9,127034904.1
2284,7/2/22,126544369.1,127646029.8,127078595.4
2285,7/3/22,126588809.1,127627072.4,127121732.8
2286,7/4/22,126675807.3,127713692.1,127164875.6
2287,7/5/22,126678609.7,127719196,127207750.2
2288,7/6/22,126712027.8,127822833,127250450.3
2289,7/7/22,126762510.6,127881781.9,127294069.6
2290,7/8/22,126818292.5,127890354,127346379
2291,7/9/22,126875172.6,127921173.8,127389705.4
2292,7/10/22,126881907.5,127980435.9,127433026.8
2293,7/11/22,126961303,128009186.9,127476945
2294,7/12/22,126950105.1,128049189.1,127521216.5
2295,7/13/22,127058878.3,128130979.9,127565951.1
2296,7/14/22,127078061.6,128154729.7,127612243.7
2297,7/15/22,127203697.7,128227440.4,127667851.2
2298,7/16/22,127171303.9,128281887.3,127715070.9
2299,7/17/22,127270918,128321897.7,127762836.5
2300,7/18/22,127288571.4,128373934.4,127811691.1
2301,7/19/22,127334235.8,128386451.3,127861319.7
2302,7/20/22,127374108.6,128479986.2,127911749.1
2303,7/21/22,127390761.7,128462359.3,127963982.2
2304,7/22/22,127461187.1,128552061.2,128025676.5
2305,7/23/22,127551341.9,128611686.1,128079025.5
2306,7/24/22,127601310.5,128702729.2,128132857.2
2307,7/25/22,127653970.6,128717461.6,128187610.3
2308,7/26/22,127717236.7,128777567.7,128242868.6
2309,7/27/22,127771541.4,128856221.5,128298564.7
2310,7/28/22,127819642.5,128919548,128355616.2
2311,7/29/22,127868991.4,128929357.1,128421606.6
2312,7/30/22,127928663.2,128997699.3,128478669.3
2313,7/31/22,127994557.4,129040966.9,128535587.3
2314,8/1/22,128024789,129127652.6,128592770.8
2315,8/2/22,128153236.1,129186212.8,128649792.6
