,ds,yhat_lower,yhat_upper,yhat
1272,9/24/19,79242231.28,80284208.77,79758400.76
1273,9/25/19,79240054.07,80248128.61,79768080.84
1274,9/26/19,79234274.15,80333739.33,79779606.67
1275,9/27/19,79250460.26,80343123.24,79800720.91
1276,9/28/19,79271596.35,80322274.5,79813698.44
1277,9/29/19,79298219.44,80333832.07,79827441.09
1278,9/30/19,79365154.1,80356363.14,79842451.14
1279,10/1/19,79311201.55,80426998.09,79858363.33
1280,10/2/19,79355386.22,80433253.85,79875145.72
1281,10/3/19,79360264.88,80375824.71,79893734.31
1282,10/4/19,79370327.37,80447158.89,79921712.67
1283,10/5/19,79388124.7,80476346.69,79941195.02
1284,10/6/19,79450624.17,80464895.73,79960925.76
1285,10/7/19,79449218.12,80490380.03,79981257.71
1286,10/8/19,79507880.44,80573860.8,80001688.89
1287,10/9/19,79490113.16,80527970.62,80022067.89
1288,10/10/19,79541605.53,80557165.47,80043232.7
1289,10/11/19,79495635.92,80593319.34,80072694.05
1290,10/12/19,79509315.2,80662930.57,80092521.66
1291,10/13/19,79571671.39,80670407.58,80111446.15
1292,10/14/19,79565777.6,80649469.14,80129839.08
1293,10/15/19,79625960.1,80680105.21,80147250.47
1294,10/16/19,79618182.41,80686476.95,80163614.21
1295,10/17/19,79709497.34,80727502.02,80179885.9
1296,10/18/19,79660620.55,80735204.53,80203724.4
1297,10/19/19,79691277.78,80765771.71,80217375.35
1298,10/20/19,79670226.81,80753004.83,80229769.56
1299,10/21/19,79715902.46,80783229.23,80241498.75
1300,10/22/19,79738832.34,80825469.87,80252348.18
1301,10/23/19,79718272.32,80779147.8,80262496.62
1302,10/24/19,79783260.13,80835032.94,80273148.3
1303,10/25/19,79734362.9,80831702.81,80292208.35
1304,10/26/19,79778327.76,80839729.15,80302160.13
1305,10/27/19,79788841.56,80827289.82,80312157.46
1306,10/28/19,79777540.4,80849039.35,80322994.44
1307,10/29/19,79785440.15,80872117.21,80334632.47
1308,10/30/19,79850829.79,80857654.31,80347395.25
1309,10/31/19,79828994.22,80895047.99,80362596.27
1310,11/1/19,79847371.28,80930196.87,80388210.79
1311,11/2/19,79877013.84,80935419.53,80406750.34
1312,11/3/19,79927228.77,80964191.07,80427353.3
1313,11/4/19,79921450.4,80962551.46,80450753.99
1314,11/5/19,79947897.63,81010736.2,80476810.12
1315,11/6/19,79990369.85,80997800.01,80505699.09
1316,11/7/19,79995892.97,81049960.22,80538548.13
1317,11/8/19,80012987.73,81109536.61,80583109.57
1318,11/9/19,80066832.45,81125310.21,80576632.49
1319,11/10/19,80052952.13,81099166.67,80572980.61
1320,11/11/19,80021527.71,81110116.49,80572585.13
1321,11/12/19,80005306.99,81114943.32,80574986.05
1322,11/13/19,80035262.82,81119414.19,80580035.36
1323,11/14/19,80058377.78,81147240.54,80588534.24
1324,11/15/19,80033906.54,81135842.04,80607915.61
1325,11/16/19,80078710.39,81163239.83,80620130.13
1326,11/17/19,80092928.36,81172942.71,80633748.81
1327,11/18/19,80103043.05,81178038.12,80648944.26
1328,11/19/19,80135849.1,81169412.99,80665030.41
1329,11/20/19,80121911.83,81188270.1,80681670.67
1330,11/21/19,80107903.34,81190862.59,80699519.25
1331,11/22/19,80184916.84,81282161.91,80725906.79
1332,11/23/19,80234082.58,81297902.7,80742728.53
1333,11/24/19,80228407.23,81295399.36,80758547.81
1334,11/25/19,80241765.57,81263003.08,80773577.3
1335,11/26/19,80236251.15,81299349.78,80787217.38
1336,11/27/19,80253885.02,81335714.14,80799262.01
1337,11/28/19,80291313.42,81377076.19,80810536.69
1338,11/29/19,80280045.77,81386972.74,80828579.83
1339,11/30/19,80297282.26,81358795.48,80835525.79
1340,12/1/19,80315307.57,81381945.66,80840202.61
1341,12/2/19,80297972.07,81357031.77,80843106.85
1342,12/3/19,80272974.37,81389269.8,80843935.32
1343,12/4/19,80287231.08,81406904.67,80842783.92
1344,12/5/19,80311598.57,81380262.27,80840778.71
1345,12/6/19,80312762.44,81370035.88,80845750.33
1346,12/7/19,80259878.06,81345782.35,80840110.54
1347,12/8/19,80285853.43,81383595.21,80832943.87
1348,12/9/19,80280505.87,81392308.54,80824976.93
1349,12/10/19,80252069.41,81379702.08,80816105.37
1350,12/11/19,80288608.21,81376350.47,80806588.88
1351,12/12/19,80265378.06,81378731.27,80797679.19
1352,12/13/19,80240949.44,81318264.19,80797292.58
1353,12/14/19,80236610.89,81307190.14,80787885.41
1354,12/15/19,80226815.48,81303770.49,80778545.85
1355,12/16/19,80279822.12,81336240.94,80769964.31
1356,12/17/19,80255422.38,81269001.94,80761962.45
1357,12/18/19,80225644.5,81244746.38,80754691.19
1358,12/19/19,80228881.65,81284648.92,80749262.43
1359,12/20/19,80233231.11,81298576.01,80753426.13
1360,12/21/19,80245909.49,81294684.64,80749450.85
1361,12/22/19,80227950.58,81251597.45,80746220.99
1362,12/23/19,80282635.46,81278608.41,80744213.01
1363,12/24/19,80226050.3,81269456.65,80743030.33
1364,12/25/19,80215824.57,81302020.97,80742607.17
1365,12/26/19,80192417.47,81276328.56,80743846.01
1366,12/27/19,80196897.01,81273341.84,80754299.99
1367,12/28/19,80206617.21,81250748.08,80756058.31
1368,12/29/19,80211841.42,81316754.04,80757847.78
1369,12/30/19,80245490.52,81315390.38,80760012.63
1370,12/31/19,80177150.7,81286262.29,80762052.2
1371,1/1/20,80271122.1,81294182.47,80763826.85
1372,1/2/20,80279371.94,81302992.03,80766196.46
1373,1/3/20,80246364.94,81334047.83,80776703.08
1374,1/4/20,80218816.17,81264752.93,80777455.69
1375,1/5/20,80231009.35,81305173.92,80777230.31
1376,1/6/20,80179469.49,81327228.78,80776447.53
1377,1/7/20,80251817.48,81338702.8,80774707.24
1378,1/8/20,80243296.28,81312580.58,80771990.97
1379,1/9/20,80261322.2,81305438.28,80769296.39
1380,1/10/20,80197247.18,81265401.16,80774315.45
1381,1/11/20,80253908.61,81310625.39,80769314.58
1382,1/12/20,80243913.26,81307719.28,80763229.94
1383,1/13/20,80221869.97,81271592.91,80756640.21
1384,1/14/20,80251167.19,81266874.42,80749296.81
1385,1/15/20,80202376.88,81289783.16,80741321.88
1386,1/16/20,80179444.64,81244555.85,80733838.89
1387,1/17/20,80229330.46,81254793.5,80734647.45
1388,1/18/20,80212129.98,81254252.29,80726100.64
1389,1/19/20,80182922.21,81288427.64,80717198.18
1390,1/20/20,80157535.24,81237938.97,80708557.76
1391,1/21/20,80180336.81,81271383.64,80699944.61
1392,1/22/20,80184354.91,81236058.55,80691469.48
1393,1/23/20,80184317.08,81208833.43,80684220.04
1394,1/24/20,80158186.49,81224183.3,80685937.19
1395,1/25/20,80144055.76,81193242.74,80678894.49
1396,1/26/20,80173021.17,81190360.58,80683899.32
1397,1/27/20,80161216.1,81278058.83,80689551.35
1398,1/28/20,80127834.31,81242495.01,80695491.65
1399,1/29/20,80164166.22,81276327.55,80701699.19
1400,1/30/20,80202269.36,81287009.75,80709126.24
1401,1/31/20,80179784.25,81247264.7,80725378.58
1402,2/1/20,80221394.59,81267688.59,80732598.98
1403,2/2/20,80207023.36,81285394.63,80739566.71
1404,2/3/20,80242244.33,81257408.18,80746675.62
1405,2/4/20,80219645.93,81325390.02,80753470.19
1406,2/5/20,80205544.93,81329557.44,80759850.07
1407,2/6/20,80216145.95,81304446.92,80766707.49
1408,2/7/20,80224649.01,81310869.76,80781609.09
1409,2/8/20,80290418.95,81324533.66,80786680.18
1410,2/9/20,80230895.92,81321536.53,80790704.55
1411,2/10/20,80224802.38,81341756.44,80794102.14
1412,2/11/20,80261322.06,81315515.74,80796464.16
1413,2/12/20,80269240.56,81323588.48,80797755.96
1414,2/13/20,80299921.97,81336415.13,80798952.47
1415,2/14/20,80261613.62,81349017.61,80807717.4
1416,2/15/20,80257107.33,81368093.14,80806284.66
1417,2/16/20,80271478.51,81357974.04,80803554.96
1418,2/17/20,80244208.33,81339580.99,80800070.13
1419,2/18/20,80280805.8,81347958.47,80795544.74
1420,2/19/20,80247193.95,81318959.58,80790065.62
1421,2/20/20,80269459.22,81299302.9,80784723.88
1422,2/21/20,80299577.52,81335131.13,80787291.06
1423,2/22/20,80206338.59,81338344.19,80780097.71
1424,2/23/20,80258671.05,81296335.54,80772127.54
1425,2/24/20,80229341.47,81317557.55,80763989.71
1426,2/25/20,80204284.52,81278523.78,80755448.92
1427,2/26/20,80228108.21,81273613.72,80746623.91
1428,2/27/20,80202924.08,81248265.31,80738619.01
1429,2/28/20,80195905.26,81265990.01,80739200.34
1430,2/29/20,80162423.36,81224026.76,80730674.98
1431,3/1/20,80171401.1,81250655.98,80721986.2
1432,3/2/20,80191885.41,81240975.55,80713687.32
1433,3/3/20,80196881.75,81261699.12,80705473.75
1434,3/4/20,80161537.24,81225836.19,80697383.78
1435,3/5/20,80156225.94,81215394.76,80690432.68
1436,3/6/20,80123391.69,81193453.85,80692291.66
1437,3/7/20,80144679.87,81222855.24,80685169.88
1438,3/8/20,80165577.4,81198661.54,80677912.55
1439,3/9/20,80116290.12,81204653.4,80670977.57
1440,3/10/20,80157979.66,81218588.66,80663970.22
1441,3/11/20,80102608,81167875.73,80656846.32
1442,3/12/20,80114884.52,81175127.25,80650548.56
1443,3/13/20,80139599.04,81216214.87,80652687.14
1444,3/14/20,80105766.52,81148585,80645423.18
1445,3/15/20,80111781.69,81205208.82,80637567.83
1446,3/16/20,80097894,81159973.22,80629559.35
1447,3/17/20,80086914.13,81133195.05,80620997.91
1448,3/18/20,80051518.53,81138013.45,80611848.42
1449,3/19/20,80069037.68,81129296.23,80603075.9
1450,3/20/20,80040394.16,81162708.19,80602325.12
1451,3/21/20,80031304.06,81109161.08,80591802.4
1452,3/22/20,80050139.14,81107099.61,80580372.88
1453,3/23/20,80058260.48,81097894.66,80568535.65
1454,3/24/20,80017726.01,81150465.72,80555956.3
1455,3/25/20,80039211.86,81081779.83,80542667.46
1456,3/26/20,79940715.71,81044646.75,80529701.97
1457,3/27/20,79985095.04,81039366.95,80524770.19
1458,3/28/20,79975491.8,81030313.46,80510139.76
1459,3/29/20,79946796.67,81031397.4,80494730.96
1460,3/30/20,79933742.88,81026214.25,80479090.13
1461,3/31/20,79906918.01,81067092.08,80462920.88
1462,4/1/20,79935808.08,80995942.87,80446283.59
1463,4/2/20,79897620.4,80979892.03,80430227.91
1464,4/3/20,79892049.11,80946113.86,80422469.71
1465,4/4/20,79887909.6,80907086.16,80405270.93
1466,4/5/20,79894787.07,80927389.76,80387535.38
1467,4/6/20,79812497.53,80903988.23,80369782.88
1468,4/7/20,79840657.24,80891986.7,80351681.62
1469,4/8/20,79808941.22,80880763.32,80333248.98
1470,4/9/20,79778570.06,80833608.26,80315485.57
1471,4/10/20,79734994.39,80814737.68,80306054.01
1472,4/11/20,79747467.29,80810613.23,80287160.59
1473,4/12/20,79768423.84,80862857.31,80303304.91
1474,4/13/20,79797321.75,80833413.51,80319300.18
1475,4/14/20,79814039.7,80900237.43,80334763.14
1476,4/15/20,79818752.27,80899761.61,80349664.64
1477,4/16/20,79800679.98,80855736.77,80364965.25
1478,4/17/20,79881407.69,80896474.66,80388295.28
1479,4/18/20,79834767.18,80942008.86,80401837.46
1480,4/19/20,79853767.33,80965936.69,80414425.39
1481,4/20/20,79898647.73,80994722.8,80426520
1482,4/21/20,79863650.01,80957187.94,80437743.82
1483,4/22/20,79924704.6,81008633.56,80448083.22
1484,4/23/20,79923795.99,81019460.88,80458523.47
1485,4/24/20,79970639.78,81024515.29,80476727.98
1486,4/25/20,79933954.83,80976653.73,80484919.86
1487,4/26/20,79967118.46,81019458.57,80491979.08
1488,4/27/20,79920043.23,81017755.57,80498417.5
1489,4/28/20,79928859.5,81070895.71,80503911.52
1490,4/29/20,80003361.08,81031669.19,80508502.69
1491,4/30/20,80011106.31,81022677.26,80513231.12
1492,5/1/20,80026697.04,81074176.96,80525813.07
1493,5/2/20,80019319.81,81087453.88,80528521.04
1494,5/3/20,79991162.11,81051073.86,80530279.53
1495,5/4/20,79982679.44,81093984.82,80531638.88
1496,5/5/20,79996742.78,81024781.32,80532306.93
1497,5/6/20,79995366.9,81063580.33,80532349
1498,5/7/20,79989674.86,81078893.53,80532820.77
1499,5/8/20,79986789.93,81077486.14,80541445.77
1500,5/9/20,79961180.88,81078374.18,80540495.55
1501,5/10/20,80013196.62,81075726.92,80538885.88
1502,5/11/20,79987615.93,81087278.04,80537151.19
1503,5/12/20,79999131.86,81057996.87,80534977.18
1504,5/13/20,79995417.01,81071671.98,80532401.81
1505,5/14/20,79961145.06,81075350.65,80530449.47
1506,5/15/20,79967269.65,81032635.6,80536809.73
1507,5/16/20,79953264.16,81095371.65,80533719.03
1508,5/17/20,80009364.1,81034358.86,80530058.18
1509,5/18/20,79973098.38,81070989.32,80526328.27
1510,5/19/20,80005339.6,81051715.7,80522184.5
1511,5/20/20,79967818.94,81031202.46,80517638.34
1512,5/21/20,80018296.57,81091442.15,80513692.72
1513,5/22/20,79994204.57,81102347.31,80518021.51
1514,5/23/20,79939106.34,81063112.32,80512851.76
1515,5/24/20,79978874.72,80995265.81,80507061.5
1516,5/25/20,79980665.83,81054484.71,80501155.67
1517,5/26/20,79958991.93,81022776.22,80494799.69
1518,5/27/20,79944602.73,81004253.22,80488021.15
1519,5/28/20,79916777.06,80996830.91,80481844.27
1520,5/29/20,79962322.5,81038175.61,80483968.43
1521,5/30/20,79918955.67,81024007.64,80476649.3
1522,5/31/20,79940770.09,81011787.8,80468795.39
1523,6/1/20,79960878.99,80952774.99,80460942.62
1524,6/2/20,79942693.13,81030423.33,80452786.57
1525,6/3/20,79919266.13,81004683.33,80444382.71
1526,6/4/20,79887975.81,81018927,80436779.59
1527,6/5/20,79883885.98,80947119.63,80437696.2
1528,6/6/20,79888150.46,80981172.77,80429401.97
1529,6/7/20,79899469.92,80938344.92,80420812.55
1530,6/8/20,79901729.2,80962204.3,80412463.72
1531,6/9/20,79888504.89,80938910.46,80404043.27
1532,6/10/20,79864102.53,80916616.91,80395591.2
1533,6/11/20,79916660.54,80928318.25,80388133.07
1534,6/12/20,79863896.14,80913292.65,80389357.87
1535,6/13/20,79865696.07,80916689.9,80381498.78
1536,6/14/20,79832993.25,80914352.96,80373430.03
1537,6/15/20,79804925.19,80892209.7,80365642
1538,6/16/20,79814480.98,80904283.53,80357774.57
1539,6/17/20,79829813.26,80899856.52,80349818.95
1540,6/18/20,79839278.69,80906853.93,80342752.67
1541,6/19/20,79830575.79,80894793.09,80344219.22
1542,6/20/20,79765345.56,80882998.24,80336410.52
1543,6/21/20,79725885.25,80876620.09,80328165.36
1544,6/22/20,79809791.74,80805570.64,80319946.09
1545,6/23/20,79792905.28,80820593.07,80311373.24
1546,6/24/20,79749392.03,80847985.68,80302428.45
1547,6/25/20,79742648.12,80796062.6,80294090.24
1548,6/26/20,79756572.22,80879733.3,80294014.19
1549,6/27/20,79764527.46,80782221.46,80284415.5
1550,6/28/20,79764476.25,80820330.23,80274167.31
1551,6/29/20,79730070.62,80830216.83,80274188.13
1552,6/30/20,79748546.59,80820550.93,80273741.48
1553,7/1/20,79719280.9,80793114.32,80272871.68
1554,7/2/20,79742697.13,80819759.36,80272626.71
1555,7/3/20,79713826.71,80780408.03,80280736.58
1556,7/4/20,79738322.98,80787846.48,80279493.91
1557,7/5/20,79754334.2,80798425.86,80277849.98
1558,7/6/20,79765452.33,80818256.68,80276388.6
1559,7/7/20,79714178.81,80770148.34,80274857.56
1560,7/8/20,79737264.66,80793837.64,80273367.97
1561,7/9/20,79701952.88,80813034.29,80273026.46
1562,7/10/20,79719545.55,80827737.09,80281611.43
1563,7/11/20,79752169.05,80773945.98,80281452.02
1564,7/12/20,79732097.19,80828325.41,80281522.69
1565,7/13/20,79722004.33,80833921.32,80282416
1566,7/14/20,79747469.19,80811582.34,80283873.34
1567,7/15/20,79750479.57,80796997.23,80285984.08
1568,7/16/20,79739343.94,80826947.36,80289817.79
1569,7/17/20,79757442.17,80831237.45,80303101.23
1570,7/18/20,79785939.52,80894877,80308098.28
1571,7/19/20,79785589.41,80867471.74,80313705.93
1572,7/20/20,79791671.47,80823626.23,80320428.93
1573,7/21/20,79805187.81,80849159.7,80327912.64
1574,7/22/20,79795635.84,80856727.68,80336144.55
1575,7/23/20,79771848.31,80865349.72,80346089.2
1576,7/24/20,79869772.63,80877889.57,80365367.86
1577,7/25/20,79788903.57,80893067.6,80376141.27
1578,7/26/20,79825359.99,80972202.71,80387208.44
1579,7/27/20,79851349.7,80983805.46,80398983.96
1580,7/28/20,79908757.95,80987929.61,80411033.36
1581,7/29/20,79860883.92,80928745.25,80423276.83
1582,7/30/20,79885244.27,80949401.36,80436626.1
1583,7/31/20,79908942.66,81026672.42,80458665.55
1584,8/1/20,79909415.53,81041235.46,80471536.13
1585,8/2/20,79945149.93,81025184.75,80484034.74
1586,8/3/20,79970569.93,81038251.68,80496591.61
1587,8/4/20,80001141,81014481.81,80508805.31
1588,8/5/20,79957445.34,81003506.91,80520645.63
1589,8/6/20,79994868.56,81101923.26,80533088.98
1590,8/7/20,80046606,81093267.44,80553797.86
1591,8/8/20,80052384.2,81121115.12,80565002.44
1592,8/9/20,80080516.24,81107442.51,80575597.46
1593,8/10/20,80085061.62,81053696.8,80586116.89
1594,8/11/20,80071901.36,81136048.04,80596265.88
1595,8/12/20,80112643.97,81138758.45,80606120.6
1596,8/13/20,80041243.54,81134459.48,80616760.63
1597,8/14/20,80098893.44,81219094.84,80635945.33
1598,8/15/20,80126826.59,81217500.55,80645992.71
1599,8/16/20,80155669.66,81190008.96,80655873.76
1600,8/17/20,80124095.26,81182811.38,80666184.83
1601,8/18/20,80150066.75,81224800.12,80676677.82
1602,8/19/20,80121895.98,81224357.26,80687458.68
1603,8/20/20,80155660.13,81193879.97,80699618.89
1604,8/21/20,80173205.77,81268615.96,80720911.59
1605,8/22/20,80156413.78,81278154.87,80733630.62
1606,8/23/20,80190461.44,81287739.75,80746705.69
1607,8/24/20,80265836.5,81303885.81,80760676.01
1608,8/25/20,80258358.53,81263213.55,80775222.33
1609,8/26/20,80327235.18,81314897.56,80790367.62
1610,8/27/20,80305649.71,81355091.77,80807111.24
1611,8/28/20,80252700.09,81355136.13,80833107.9
1612,8/29/20,80311222.34,81384835.33,80850549.9
1613,8/30/20,80334841.74,81404799.78,80868265.47
1614,8/31/20,80361203.84,81356033.6,80886695.77
1615,9/1/20,80385905.13,81431419.13,80905430.03
1616,9/2/20,80397300.88,81495323.1,80924409.29
1617,9/3/20,80407417.83,81468636.53,80944563.28
1618,9/4/20,80461778.25,81502272.57,80973491.84
1619,9/5/20,80506982.37,81553425.6,80993348.99
1620,9/6/20,80461196.96,81513755.78,81012942.84
1621,9/7/20,80496334.71,81597296.92,81032713.35
1622,9/8/20,80514037.16,81596300.54,81052267.88
1623,9/9/20,80567877.71,81632650.52,81071584.53
1624,9/10/20,80539879.26,81610697.84,81091648.18
1625,9/11/20,80594758.36,81677961.24,81120130.32
1626,9/12/20,80637692.2,81631197.59,81139271.15
1627,9/13/20,80619665.52,81660512.85,81157976.8
1628,9/14/20,80646022.7,81710320.99,81162797.52
1629,9/15/20,80655109.87,81707559.01,81167449.97
1630,9/16/20,80625342.5,81719598.56,81172026.86
1631,9/17/20,80672698.65,81755378.81,81177625.92
1632,9/18/20,80674763.44,81694652.69,81192026.03
1633,9/19/20,80662693.79,81752097.02,81197565.61
1634,9/20/20,80652171.35,81745435.63,81203236.37
1635,9/21/20,80668328.9,81765890.68,81209655.03
1636,9/22/20,80653982.86,81756030.88,81216592.67
1637,9/23/20,80696160.44,81778259.99,81224172.27
1638,9/24/20,80701903.98,81747185.55,81233499.3
1639,9/25/20,80707978.99,81819485.02,81252336.79
1640,9/26/20,80704521.34,81791834.58,81262983.38
1641,9/27/20,80737703.5,81815974.84,81274367.47
1642,9/28/20,80737244.96,81780250.47,81287020.01
1643,9/29/20,80787711.37,81801177.57,81300605.71
1644,9/30/20,80796271.4,81865570.08,81315123.06
1645,10/1/20,80765847.08,81889454.9,81331538.06
1646,10/2/20,80802318.13,81866029.36,81357462.95
1647,10/3/20,80862337.41,81916853.28,81375038.4
1648,10/4/20,80870153.96,81942892.6,81393032.1
1649,10/5/20,80854034.22,81966211.52,81411816.32
1650,10/6/20,80881074.3,81962585.91,81430903.86
1651,10/7/20,80945125.92,82015649.33,81450152.88
1652,10/8/20,80916497.24,81974749.86,81470405.18
1653,10/9/20,80999577.63,82050348.31,81499169.26
1654,10/10/20,80962631.49,82077724.47,81518506.33
1655,10/11/20,81014564.22,82052660.32,81537132.25
1656,10/12/20,81012450.18,82091584.52,81555397.64
1657,10/13/20,81035762.63,82124984.99,81572825.77
1658,10/14/20,81057107.96,82148755.68,81589318.49
1659,10/15/20,81058232.23,82153721.8,81605794.6
1660,10/16/20,81084694.53,82152130.52,81629872.29
1661,10/17/20,81097244.85,82221337.79,81643753.49
1662,10/18/20,81129854.24,82192372.44,81656323.32
1663,10/19/20,81120256.12,82213876.3,81668126.89
1664,10/20/20,81172039.92,82211968,81678903.09
1665,10/21/20,81142271.62,82207171.49,81688785.73
1666,10/22/20,81156364.42,82224983.81,81698936.62
1667,10/23/20,81147686.21,82270453.15,81717222.19
1668,10/24/20,81217062.87,82266588.27,81726091.81
1669,10/25/20,81207144.83,82283881.34,81734671.06
1670,10/26/20,81180398.89,82290188.84,81743732.31
1671,10/27/20,81221428.62,82277731.89,81753222.51
1672,10/28/20,81238878.77,82297635.25,81763458.66
1673,10/29/20,81271364.83,82316110.77,81775755.74
1674,10/30/20,81302632.05,82317332.79,81798098.75
1675,10/31/20,81266855.98,82312923.9,81813017.25
1676,11/1/20,81296342.62,82335780.95,81829675.66
1677,11/2/20,81313852.72,82413473.96,81848841.94
1678,11/3/20,81315435.08,82421710.06,81870414.36
1679,11/4/20,81383177.8,82415900.95,81894617.09
1680,11/5/20,81423383.35,82459712.22,81922629.3
1681,11/6/20,81412430.91,82526691.23,81962259.4
1682,11/7/20,81471472.97,82545368.34,81995822.83
1683,11/8/20,81513438.83,82558544.49,82032236.54
1684,11/9/20,81518785.23,82636799.6,82071992.63
1685,11/10/20,81605006.91,82626061.66,82114690.94
1686,11/11/20,81630737.36,82716933.91,82160240.95
1687,11/12/20,81673827.54,82757245.9,82209497.67
1688,11/13/20,81733055.93,82804893.87,82269942.96
1689,11/14/20,81754357.27,82877625.94,82323570.52
1690,11/15/20,81860639.95,82922357.65,82378987.43
1691,11/16/20,81901997.44,82974775.22,82436394.72
1692,11/17/20,81955936.53,83017572.38,82495126.42
1693,11/18/20,82041810.5,83087966.26,82554857.3
1694,11/19/20,82068259.37,83151542.93,82616244.02
1695,11/20/20,82147794.55,83215013.76,82686610.7
1696,11/21/20,82245278.72,83300852.21,82747837.36
1697,11/22/20,82285682.84,83347388.36,82808463.81
1698,11/23/20,82370104.12,83399500.95,82868671.46
1699,11/24/20,82377198.59,83436561.37,82927822.52
1700,11/25/20,82439208.39,83546912.84,82985666.79
1701,11/26/20,82541932.42,83600511.34,83042980.73
1702,11/27/20,82608713.76,83668724.51,83107249.95
1703,11/28/20,82625354.57,83703711.74,83160553.55
1704,11/29/20,82686245.57,83735878.31,83211663.14
1705,11/30/20,82729261.14,83752998.84,83261019.02
1706,12/1/20,82769420.45,83873728.32,83315121.04
1707,12/2/20,82808412.71,83916659.5,83367155.01
1708,12/3/20,82862477.2,83966812.32,83418198.61
1709,12/4/20,82965508.31,84056912.36,83476039
1710,12/5/20,82973531.78,84023547.36,83523050.22
1711,12/6/20,83069349.99,84079808.72,83568285.6
1712,12/7/20,83070537.08,84122424.74,83612447.67
1713,12/8/20,83078647.21,84197817.68,83655415.49
1714,12/9/20,83159356.45,84228217.05,83697439.87
1715,12/10/20,83206085.62,84272029.24,83739771.33
1716,12/11/20,83249956.44,84331585.95,83790332.47
1717,12/12/20,83307302.67,84369495.65,83831593.11
1718,12/13/20,83345507.54,84378211.86,83872661.46
1719,12/14/20,83366979.05,84417441.1,83914253.88
1720,12/15/20,83418643.98,84482364.56,83956223.04
1721,12/16/20,83478099.58,84532097.51,83998754.94
1722,12/17/20,83477036.31,84591373.68,84042999.71
1723,12/18/20,83545016.24,84617597.44,84096747.5
1724,12/19/20,83634162.7,84697544.79,84142307.97
1725,12/20/20,83672580.9,84728895.66,84188606.39
1726,12/21/20,83738543.31,84780330.35,84236158.82
1727,12/22/20,83744045.03,84815729.6,84284605.97
1728,12/23/20,83814166.06,84868058.6,84333916.11
1729,12/24/20,83803743.94,84934753.37,84385021.76
1730,12/25/20,83913346.76,84970732.7,84445501.31
1731,12/26/20,83969436.7,85006671.58,84497463.96
1732,12/27/20,83993928.02,85097871.57,84549650.85
1733,12/28/20,84093859.57,85119469.65,84602414.62
1734,12/29/20,84137097.85,85225637.44,84655257.11
1735,12/30/20,84172684.15,85198219.68,84708035.29
1736,12/31/20,84238346.6,85301587.35,84761600.09
1737,1/1/21,84311043.82,85392680.65,84823479.43
1738,1/2/21,84313642.21,85388381.23,84875763.58
1739,1/3/21,84386273.53,85454980.83,84927205.84
1740,1/4/21,84446053.17,85520185.87,84978200.91
1741,1/5/21,84482276.61,85533400.06,85028320.43
1742,1/6/21,84580641.51,85615226.39,85077516.18
1743,1/7/21,84589038.58,85648311.63,85126755.49
1744,1/8/21,84652184.19,85717976.16,85183700.29
1745,1/9/21,84729791.35,85775337.77,85230588.18
1746,1/10/21,84701137.93,85800799.64,85276328.46
1747,1/11/21,84800081.44,85896504.09,85321475.73
1748,1/12/21,84835042.05,85912811.95,85365760.69
1749,1/13/21,84913490.21,85989856.54,85409288.69
1750,1/14/21,84887481.87,85999594.08,85453170.79
1751,1/15/21,84981640.56,86043095.27,85505198.77
1752,1/16/21,85034097.59,86087430.85,85547722.69
1753,1/17/21,85038937.29,86143423.62,85589744
1754,1/18/21,85100938.75,86164171.65,85631886.78
1755,1/19/21,85122159.25,86205988.48,85673926.98
1756,1/20/21,85210163.01,86223157.29,85715990.1
1757,1/21/21,85209498.02,86280627.05,85759182.02
1758,1/22/21,85259710.89,86323878.62,85811264.76
1759,1/23/21,85336057.51,86371728.29,85854535.2
1760,1/24/21,85358426.74,86407888.09,85897920.23
1761,1/25/21,85410368.01,86492849.61,85941950.51
1762,1/26/21,85450801.71,86517553.45,85986292.74
1763,1/27/21,85503860.67,86563091.31,86030950.79
1764,1/28/21,85528306.2,86578915.47,86076900.33
1765,1/29/21,85623408.43,86648741.02,86131768.46
1766,1/30/21,85659784,86703506.65,86177716.52
1767,1/31/21,85672013.61,86775887.57,86223539.18
1768,2/1/21,85661843.33,86806080.65,86269641.99
1769,2/2/21,85799523.77,86836590.56,86315577.28
1770,2/3/21,85827231.04,86904009.84,86361248.41
1771,2/4/21,85884538.06,86941226.02,86407547.17
1772,2/5/21,85913923.95,86989070.1,86462035.68
1773,2/6/21,85975557.91,87054333.21,86506830.78
1774,2/7/21,85991566.09,87114376.42,86550704.19
1775,2/8/21,86058543.71,87109422.28,86594060.54
1776,2/9/21,86085514.82,87204958.74,86636472.91
1777,2/10/21,86144133.09,87180167.65,86677886.34
1778,2/11/21,86202625.52,87254487.4,86719253.78
1779,2/12/21,86266244.86,87281422.22,86768216
1780,2/13/21,86284923.97,87339822.5,86806983.58
1781,2/14/21,86359932.72,87388370.3,86844434.27
1782,2/15/21,86370217.72,87431576.52,86881087.81
1783,2/16/21,86386672.04,87509028.47,86956926.85
1784,2/17/21,86505245.22,87586261.7,87031731.18
1785,2/18/21,86570327.54,87597772.9,87106575.99
1786,2/19/21,86692947.38,87725850.73,87189219.88
1787,2/20/21,86735119.66,87816474.28,87261983.62
1788,2/21/21,86788442.74,87878831.05,87333844.64
1789,2/22/21,86860621.3,87925602.48,87405409.3
